Ticker,revenueGrowth,pegRatio,priceToSalesTrailing12Months,ebitdaMargins,returnOnCapitalEmployed,priceEarningsToSalesGrowth,Score
AIZ,0.19150009093688572,0.06460129443755094,-0.8542850942169163,-0.7823811537264932,0.0,0.0,0.3903028279266435
T,-0.25237006444709537,0.6316989478534644,-0.8005885648946016,0.5208975346634027,0.0,0.0,0.18504702281034924
ATO,0.09233760941493253,0.14037727398881525,0.03894871070255134,1.2519703638163266,0.0,0.0,1.257319597954825
ADSK,0.30955066417730626,0.1257109553659899,1.0769251839617222,-0.17090950812396039,0.0,0.0,-0.75444431909706
ADP,0.07817154062608206,0.1697099112344659,0.2981878073624107,0.21437283794898246,0.0,0.0,-0.09718179939572999
AZO,-0.016268917966254362,0.049934975814725585,-0.35246665797429005,-0.09553185363564387,0.0,0.0,0.17446199259141187
AVB,0.07344951769646524,-0.5794945317481955,1.4233654435064793,2.0581395614868203,0.0,0.0,1.3611676851214671
AVY,-0.03515700968472163,0.22348641285149218,-0.5192297525145507,-0.5302208720617998,0.0,0.0,-0.3047915517681845
AXON,1.3861718921299415,0.2845960737799311,2.1546850848744414,-0.7691985427687661,0.0,0.0,-0.4361359171632556
BKR,0.34732684761424076,-0.09061724432068399,-0.7356473057234779,-0.5829514285648374,0.0,0.0,0.9379668167078061
BALL,-0.4034747981948336,0.1147112163988709,-0.6662256966685051,-0.5914582306615417,0.0,0.0,-0.8468933467815748
BAC,-0.38930872940598316,0.019380145350506108,-0.23864615549188167,-1.4202180775805446,0.0,0.0,-1.9795695262511355
BK,-0.11070937655859077,-0.028285390173676258,-0.42368898749748224,-1.4202180775805446,0.0,0.0,-1.1896624530265676
BBWI,-0.19570578929169352,0.2124866738843732,-0.6793065774844407,-0.24178027744107725,0.0,0.0,-0.16637195242439687
BAX,-0.12959746827705804,0.213708867102942,-0.7545147639088244,-0.3337207912696178,0.0,0.0,-0.05210983101785144
BDX,-0.016268917966254362,8.72384024799735,-0.19594151784216335,0.028463824636990598,0.0,0.0,-8.531972741450705
BRK.B,-0.23348197272862808,-0.14928251881198537,-1.0529517942793916,-1.4202180775805446,0.0,0.0,-0.6849477099464238
BBY,-0.261814110306329,-1.5083613778604676,-0.9625898597624147,-1.0766244193412,0.0,0.0,0.8706985976690242
BIO,-0.6962402198310765,0.04871278259615683,-0.2636369044961031,-0.3325376775761133,0.0,0.0,-1.5100939953383201
TECH,-0.08237723898088983,0.8736932051300825,1.7778371934495412,0.17234613372754423,0.0,0.0,-2.643938742813859
BIIB,-0.5640235778018056,0.4141485549482218,-0.19339811770515405,0.04885748003666976,0.0,0.0,-1.2999401128100092
BLK,0.30482864124768944,0.04015743006617537,0.5749668071451984,0.7464106324091185,0.0,0.0,0.7409436776931236
BX,7.9686718560157885,-0.003841525802300685,2.733963597805466,-1.4202180775805446,0.0,0.0,11.787003562447866
BA,-0.5876336924498895,-0.2922791253845325,-0.6854640369618291,-1.2230981874051936,0.0,0.0,-1.4206224099586109
BKNG,0.5645399023766146,-0.03072977661081382,0.36187957238176816,0.32298877057489744,0.0,0.0,1.1209187795571722
BWA,0.06400547183723158,-0.08572847144640887,-0.9078565281464404,-0.694215212564897,0.0,0.0,0.42738073070241533
BXP,0.17733402214803523,-0.21894753227040575,-0.21920188779464186,1.815612803211631,0.0,0.0,2.608430267572749
BSX,0.4181571915584931,0.1660433315787596,0.7933830660543688,0.013196751119551335,0.0,0.0,-0.10991526339659084
BMY,-0.011546895036637538,-2.3125645156787242,-0.5679735088062701,0.828097926137115,0.0,0.0,3.6855421605488345
AVGO,0.5409297877285304,0.10615586386888941,3.0634311143714688,1.5374253160193234,0.0,0.0,-0.5503020867639741
BR,-0.0021028491774038897,0.12448876214742115,-0.1234727869132688,-0.10815107577893866,0.0,0.0,-0.1133727493678988
BRO,0.3237167329661566,0.1501548197373655,0.4092944870287071,0.4629273861324575,0.0,0.0,0.5509115452986981
BF.B,-0.23348197272862808,-0.14928251881198537,-1.0529517942793916,-1.4202180775805446,0.0,0.0,-0.6849477099464238
BLDR,-0.22403792686939444,0.03771304362903781,-0.7580272079845295,-0.5491499024529681,0.0,0.0,-0.27691159183626535
BG,-0.8237348389307306,-0.3521665930944026,-0.990282087814658,-1.0875536158813597,0.0,0.0,-1.3925746128337604
CDNS,-0.29014624788402993,0.18559842307586008,3.716254139022239,0.4570121556813224,0.0,0.0,-4.025132902184836
CZR,-0.3798646835467495,-0.7726010602820627,-0.88697725101754,0.4087322609569737,0.0,0.0,1.3085812051630774
CPT,-0.13904151413629168,-0.34850001343869635,0.7537891371376451,1.8450765650183494,0.0,0.0,1.1617044130468173
CPB,-0.29014624788402993,0.17948745698301616,-0.6833337287310769,-0.3616634229949919,0.0,0.0,-0.438109647014991
COF,0.23872032023305395,-1.45580706946201,-0.5561277718003643,-1.4202180775805446,0.0,0.0,1.0691574041479373
CAH,0.18205604507765205,-0.00017494614659434472,-1.0258817883851448,-1.3491219696384744,0.0,0.0,0.04104685504856875
KMX,-0.261814110306329,0.3163730974627194,-0.9524827755225219,-1.2214081054659935,0.0,0.0,-1.108926648018849
CCL,0.8053630717870723,-0.14317155271914148,-0.837513453958218,-0.22392168861413342,0.0,0.0,2.3674894616373705
CARR,0.5787059711654648,0.15871017226734693,-0.42090064187221554,-0.673652548971298,0.0,0.0,0.7459498629645002
CTLT,-0.06348914726242257,0.406815395636809,-0.45334874389544827,-0.9365729626461664,0.0,0.0,-1.0170179089123723
CAT,-0.25237006444709537,0.13548850111454014,-0.40950283346423016,-0.08054646044140441,0.0,0.0,-0.3112722569859051
CBOE,-0.3798646835467495,0.13915508077024644,0.22277577185946595,0.42315429350481304,0.0,0.0,-0.6985059262183985
CBRE,0.10178165527416612,0.0792676130603763,-0.8395838272444496,-1.0841170990375002,0.0,0.0,-0.12023757430509474
CDW,-0.44597300456138494,0.1929315823872727,-0.7012646044404138,-0.8860395126640884,0.0,0.0,-1.2696524997337173
CE,-0.6348539217460578,-0.0722843460421523,-0.6555105439137023,-0.4612656416145722,0.0,0.0,-1.0031785951508332
COR,0.13483581578148388,0.07560103340466996,-1.0133141512527029,-1.3399955215331882,0.0,0.0,-0.13261077212218764
CNC,-0.02571296382548801,-0.039285129140795266,-0.9807752659986101,-1.1782546799517555,0.0,0.0,-0.20962021246332618
CNP,-0.5026372797167868,0.14404385364452157,-0.4952532757674628,0.6202178476155243,0.0,0.0,-0.033847289695108196
CF,-1.5037061407955528,-0.217725339051837,-0.4868550599118897,1.0464001766171052,0.0,0.0,-1.2564317060102734
CHRW,-0.4365289587021513,-1.053705500552882,-0.9128822306034183,-1.2363371625955928,0.0,0.0,-0.14280734884359525
CRL,-0.313756362532114,0.11593340961743966,-0.36601140121586695,-0.11913666471980282,0.0,0.0,-0.49657139818560353
SCHW,-0.5829116695202727,0.04015743006617537,0.8772892915087402,-1.4202180775805446,0.0,0.0,-3.5034881381960057
CHTR,-0.22403792686939444,-0.003841525802300685,-0.8748670965941588,0.758241205983518,0.0,0.0,1.1888739746411887
CVX,-0.4270849128429177,0.18070965020158497,-0.6681965923961419,-0.21535871946098303,0.0,0.0,-0.5820416029522616
CMG,0.4323232603473435,0.16359894514162204,1.0870275771243854,-0.31997467882532915,0.0,0.0,-0.7059546803966495
CB,0.6731464297578014,-0.06495118673073963,-0.5208859551446982,-0.2729341211869959,0.0,0.0,1.6591958802040447
CHD,0.007341196681829726,0.25404124331571165,0.030391230795673952,-0.2136122451210785,0.0,0.0,-0.4833623258688047
CI,0.6778684526874181,-0.028285390173676258,-0.9363366493407305,-1.165917081795596,0.0,0.0,1.154441863093647
CINF,1.2303451354525863,0.16237675192305323,-0.6182381539023512,0.221414846028982,0.0,0.0,3.1379665189134527
CTAS,0.23399829730343713,0.3065955517141692,0.7935055140565291,-0.04353366597292611,0.0,0.0,-0.6756381371367501
CSCO,-0.8379009077195811,0.27481852803138096,-0.18128284169429115,0.2833845171329793,0.0,0.0,-1.4859529846432729
C,-0.48374918799831956,-0.013619071550850898,-0.6187916812218758,-1.4202180775805446,0.0,0.0,-1.755305700804457
CFG,-0.6490199905349082,1.5226778041901041,-0.4849265224343434,-1.4202180775805446,0.0,0.0,-3.7560093404061217
CLX,-0.48374918799831956,0.08048980627894506,-0.47490555509004956,-0.5270097727133846,0.0,0.0,-1.100092399898919
CME,-0.08237723898088983,0.7111415070604351,2.3284105693536543,2.445619239424981,0.0,0.0,-0.7586873149508881
CMS,-0.4554170504206186,0.16359894514162204,-0.4175576060549043,0.4786453171752107,0.0,0.0,-0.17823012275274436
KO,-0.0965433077697403,0.307817744932738,0.4051817285710232,0.3717194664884952,0.0,0.0,-0.5343666225547465
CTSH,-0.2854242249544131,0.13182192145883376,-0.6147031204093957,-0.42137970784945394,0.0,0.0,-0.5093469588077182
CL,0.05928344890761476,0.23815273147431756,-0.08556841280024505,-0.07857469817900456,0.0,0.0,-0.11259211903784756
CMCSA,-0.1768176975732262,-0.01728565120655724,-0.7403146306633637,0.31628477888273787,0.0,0.0,0.7202496656062063
CMA,-1.1684425127927585,-0.2727240338874321,-0.5100365524687557,-1.4202180775805446,0.0,0.0,-2.974342516809874
CAG,-0.313756362532114,1.8233373359580238,-0.7530077306068289,-0.3769305528484959,0.0,0.0,-2.0747728832639187
COP,-0.5545795319425719,0.25526343653428046,-0.4331245846087781,0.9878106693915077,0.0,0.0,0.0565127535808615
ED,-0.36569861475789905,0.21615325354007955,-0.48152843573709553,0.6170065792589151,0.0,0.0,0.150984531940133
STZ,0.10178165527416612,0.05604594190756949,0.10786182282068939,0.6255697737563242,0.0,0.0,0.6652253195763975
CEG,-1.1117782376373566,-0.019730037643694798,-0.34607125498573277,-0.22059791713643828,0.0,0.0,-2.078353099781724
COO,0.16788997628880165,0.1501548197373655,0.25226894058344856,-0.06358936132082986,0.0,0.0,-0.13023316906404064
CPRT,0.25288638902190436,0.05849032834470704,2.059514113318736,0.9867966202279878,0.0,0.0,-0.6254350433916464
GLW,-0.5356914402241046,0.05604594190756949,-0.44800762092710655,-0.21479535881458314,0.0,0.0,-0.8942165602432552
CPAY,-0.054045101403188925,-0.011174685113713365,0.2287782971300396,1.5761281924270014,0.0,0.0,1.2504343776042974
CTVA,-0.6112438070979737,0.03037988431762513,-0.4746844113754996,-0.41388689858020494,0.0,0.0,-1.1920699857182777
CSGP,0.34732684761424076,0.7196968595904166,2.4453811945248947,-0.7904372109700128,0.0,0.0,-3.260861569856843
COST,0.03567333425953067,0.45203654472385385,-0.7020044635247937,-1.1695226068333753,0.0,0.0,-0.8482080195133741
CTRA,-0.8331788847899643,-0.019730037643694798,-0.10640778113393741,2.0930679215636188,0.0,0.0,0.5528479707613225
CCI,-0.5829116695202727,-0.660159284173735,0.5621244883896446,1.9785368711586975,0.0,0.0,0.9107483279022424
CSX,-0.2665361332359458,0.08171199949751384,0.054949366480483215,1.3265030900071726,0.0,0.0,0.6567694575572839
CMI,-0.261814110306329,0.11715560283600845,-0.7688436296164471,-0.6959616305687369,0.0,0.0,-0.5679018244009563
CVS,-0.06348914726242257,0.3383725753969575,-1.003139481851626,-1.1551005686519296,0.0,0.0,-0.6173119567221063
DHR,-0.3562545688986654,0.4165929413853593,0.999146084331345,0.3401149342254569,0.0,0.0,-1.7881332292885785
DRI,0.0876155864853157,0.05849032834470704,-0.6469516537146199,-0.5527553542538634,0.0,0.0,0.21093714408668096
DVA,0.09233760941493253,-0.014841264769419679,-0.8070446426125379,-0.2820606199947402,0.0,0.0,0.7245005062170826
DAY,0.5409297877285304,0.06460129443755094,0.5183356576797811,-0.5672900589309827,0.0,0.0,-0.06836743559125391
DECK,0.5220416960100631,0.03160207753619391,0.3168694781062092,-0.12910814816108235,0.0,0.0,0.566503688216641
DE,-0.8190128160011138,-0.4132762540228417,-0.5863750757245574,0.08372950404882805,0.0,0.0,-0.5546447982060004
DAL,0.13483581578148388,-0.04784048167077673,-0.9104268104322366,-0.6395691735280349,0.0,0.0,0.5883697501379461
DVN,-0.2570920873767122,0.012046986039093457,-0.5144660081233782,1.3713465974606107,0.0,0.0,1.3595814447914711
DXCM,0.9092475762386423,0.1012670909946143,2.346792367439101,-0.1629097306090161,0.0,0.0,-0.792474036565447
FANG,0.5881500170246985,0.08660077237178895,0.0012360373615496966,2.8992933426266223,0.0,0.0,3.9877565669426804
DLR,-0.36569861475789905,-1.0072621582472683,1.1254102877146295,1.0347949473012656,0.0,0.0,0.18524958831810634
DFS,-0.10126533069935711,-0.3594997524058154,-0.26864193256419344,-1.4202180775805446,0.0,0.0,-0.99460705400925
DG,-0.39403075233560003,-4.7251739291334935,-0.8532987432712472,-0.9394461019428062,0.0,0.0,3.850965065790734
DLTR,0.3284387558957734,0.07682322662323875,-0.8459908193710572,-0.9348265221079004,0.0,0.0,0.491218582431465
D,-0.5404134631537214,-0.02950758339224504,-0.2683838490906569,1.2758568552236857,0.0,0.0,0.492921361399145
DPZ,-0.08709926191050667,0.17459868410874105,-0.07765283852441301,-0.29496146612517027,0.0,0.0,-0.5661058355305116
DOV,-0.20042781222131034,0.141599467207384,-0.3124391755433507,-0.2681455556925962,0.0,0.0,-0.4981614717992502
DOW,-0.6679080822533755,-0.06372899351217086,-0.8164052393946868,-0.761931162262174,0.0,0.0,-1.2176130938620675
DHI,0.4370452832769603,0.14648824008165912,-0.7198975087642775,-0.4290414126404936,0.0,0.0,1.0184584225960456
DTE,-0.9087312516638333,0.2699297551571058,-0.5638519174658281,0.09550374155858773,0.0,0.0,-1.4280365994603568
DUK,0.021507265470680197,0.15748797904877812,-0.36881605179838234,1.252308492876296,0.0,0.0,1.5066510965672606
DD,-0.3704206376875159,0.09760051133890799,-0.36298741308250304,-0.08623640297004422,0.0,0.0,-0.5616907766014809
EMN,-0.43180693577253454,0.09637831812033917,-0.7322790578402542,-0.46396971638122736,0.0,0.0,-0.6916828482063815
ETN,0.16316795335918483,0.12448876214742115,0.328276020429079,-0.21755576964587833,0.0,0.0,-0.34398464550400887
EBAY,-0.14848555999552535,0.02426891822478123,-0.4176725324986372,0.012858734731711325,0.0,0.0,0.10929122901451659
ECL,0.6070381087431658,0.1257109553659899,0.012136260040813288,-0.22983708807346248,0.0,0.0,0.846391914006066
EIX,-0.10126533069935711,0.09760051133890799,-0.6114068469125697,0.6767229204494417,0.0,0.0,0.9879985946243892
EW,0.21511020558496982,0.22348641285149218,1.1104003250978398,0.3405655100704475,0.0,0.0,-0.5631008167089449
EA,-0.47430514213908587,0.02549111144335001,0.06452547323095206,0.07944796313618833,0.0,0.0,-0.9591789058162855
ELV,-0.18626174343245988,-0.0013971393651631247,-0.8695639278055128,-1.0544280098730412,0.0,0.0,-0.5559904295672851
LLY,0.9942439889717452,-0.028285390173676258,3.9861266657149095,0.6765540812637156,0.0,0.0,-1.2927992163340272
EMR,0.5456518106581473,0.03771304362903781,-0.08628555875753192,0.16738856003922448,0.0,0.0,1.3072646964840131
ENPH,-3.241410578894542,0.16726552479732837,1.0522532352217628,-0.3900568559096153,0.0,0.0,-8.092396773717791
ETR,-0.5309694172944878,0.13304411467740257,-0.5536831910855874,0.7821840334555171,0.0,0.0,0.14088427527472636
EOG,-0.011546895036637538,0.14404385364452157,-0.26784113401137144,1.7407985093697145,0.0,0.0,1.8415019996632893
EPAM,-0.41291884405406726,0.1257109553659899,-0.473023309835587,-0.6170348040081005,0.0,0.0,-1.095560137646638
EQT,-1.6831430121209918,0.17093210445303472,-0.03428536353828912,2.305511221321049,0.0,0.0,-1.1974215438356803
EFX,0.08289356355569888,0.08048980627894506,0.368360978452869,0.28484936748574835,0.0,0.0,0.0017857098653320524
EQIX,0.07344951769646524,0.4129263617296529,1.3301283042095813,0.6620757126512362,0.0,0.0,-0.9340799178950674
EQR,-0.06348914726242257,-4.375626668622823,1.117778380107774,2.05673115987082,0.0,0.0,5.187601153861024
ESS,-0.054045101403188925,-13.48707711305307,1.5292249454588696,2.211148313049053,0.0,0.0,14.060910277836875
EL,0.0026191737522129345,0.22837518572576732,-0.27395705172363016,-0.6581037951306586,0.0,0.0,-0.6072835816283699
ETSY,-0.19570578929169352,0.02426891822478123,-0.3807960882093649,-0.548023068488039,0.0,0.0,-0.5829074770868423
EG,0.8006410488574555,0.2589300161899868,-0.7776552342818994,-1.4202180775805446,0.0,0.0,0.6997892382262789
EVRG,-0.11070937655859077,0.14648824008165912,-0.4872851990344508,0.9933314910540982,0.0,0.0,1.1127096968897083
ES,-0.8095687701418801,0.24181931113002392,-0.5888422458565848,0.5258549393435286,0.0,0.0,-0.7462596662136707
EXC,0.1726119992184184,0.31148432458844433,-0.6230991589717397,0.3154960739777778,0.0,0.0,0.97233490679791
EXPE,0.16316795335918483,-0.08817285788354642,-0.7668931460128317,-0.676694696461858,0.0,0.0,0.5047072141528898
EXPD,-0.9370633892415343,-0.32527834228588953,-0.5907193942655341,-0.8220980792976914,0.0,0.0,-1.7802271212293364
EXR,2.538345486956445,0.5437010361165122,1.7879717511712687,2.419873432540244,0.0,0.0,5.164891619165353
XOM,-0.39875277526521685,0.08660077237178895,-0.6569806621986798,-0.2830746128221954,0.0,0.0,-0.5102002735257383
FFIV,-0.3798646835467495,0.0670456808746885,-0.1457826694034347,0.11826351167314665,0.0,0.0,-0.5627288668916063
FDS,0.04983940304838111,0.19782035526154784,0.9125363287197622,0.6644418273661163,0.0,0.0,-0.3462360505184314
FICO,0.4323232603473435,0.14648824008165912,4.32571859579555,1.041217371342355,0.0,0.0,-2.5663429438401675
FAST,-0.1437635370659085,0.4618140904724041,0.22151640566226397,-0.12189718822322726,0.0,0.0,-1.0927547584897124
FRT,0.07344951769646524,0.25770782297141803,0.7811702324616677,2.0664209629888997,0.0,0.0,1.1744419429487443
FDX,0.42287921448810994,-0.05028486810791427,-0.8739776970520995,-0.695172925663777,0.0,0.0,1.0748480684724564
FIS,-0.0965433077697403,-3.3355402396207925,0.03738148019116894,0.5134611177948581,0.0,0.0,3.618533261685001
FITB,-0.3468105230394318,0.15137701295593425,-0.2517076386045048,-1.4202180775805446,0.0,0.0,-2.0135084980108378
FSLR,1.8819842997397074,-0.1187276883477659,0.4151630097978258,0.8552517966214644,0.0,0.0,4.322785074650819
FE,-0.15320758292514214,0.14037727398881525,-0.6054629353653985,0.25380819586910996,0.0,0.0,0.41247869139540894
FI,0.11594772406301658,-0.011174685113713365,0.10826796223379487,0.9574456995587433,0.0,0.0,1.092247870564695
FMC,-1.73036324141716,0.31270651780701303,-0.5663472439580208,-0.5012078551082657,0.0,0.0,-3.7082936117915777
F,-0.08709926191050667,-0.4377201183942172,-0.984931835059936,-1.0685683620976805,0.0,0.0,0.1798850675354593
FTNT,0.10650367820378294,0.13548850111454014,1.0989232681647145,0.04023806214675028,0.0,0.0,-0.9811663507249385
FTV,-0.02571296382548801,0.10371147743175185,0.04354717874407145,0.059899348706109364,0.0,0.0,-0.13878523512068996
FOXA,-0.970117549748852,-0.06006241385646451,-0.790147404699088,-0.2821732357879555,0.0,0.0,-1.3721985167301072
FOX,-0.970117549748852,-0.14928251881198537,-0.7901473304731824,-0.2821732357879555,0.0,0.0,-1.2829784860004918
BEN,0.31899471003653995,0.03649085041046903,-0.6626594635532574,-0.07350445236140472,0.0,0.0,1.1906535808544636
FCX,0.5834279940950817,0.0022694402905432155,-0.24266870473237487,0.6371750030721637,0.0,0.0,2.0444302557041585
GRMN,0.7298107049132031,0.5021464666851738,0.4342365438388992,-0.004661781371327902,0.0,0.0,0.5185766179310053
IT,-0.020990940895871186,0.3004845856213253,0.3954263167747562,-0.21918951552043833,0.0,0.0,-0.9570822997082622
GE,0.27649650366998846,0.02671330466191879,-0.4300795410602114,-0.7328054168432953,0.0,0.0,0.22355382689497427
GEHC,-0.29014624788402993,0.053601555470431925,-0.5787205044745463,-0.40329577476395007,0.0,0.0,-0.45846932152789555
GEV,0.0687274947668484,-0.14928251881198537,-0.7254892431316654,-1.2939126206576703,0.0,0.0,-0.2816858691803228
GEN,-0.13431949120667486,-0.02217442408083236,-0.03572485126625021,0.7004968523996499,0.0,0.0,0.48975714533338277
GNRC,-0.22403792686939444,0.08904515880892652,-0.5134071013550511,-0.6115702057380208,0.0,0.0,-0.6352841169306851
GD,0.1726119992184184,0.04137962328474415,-0.5822317114518257,-0.7944370715594525,0.0,0.0,0.09163901504446581
GIS,-0.2570920873767122,0.10982244352459578,-0.5596839101924597,-0.22059791713643828,0.0,0.0,-0.2849206252219988
GM,0.12539176992225023,-0.09795040363209667,-0.9790809805305307,-0.8764060456106489,0.0,0.0,0.4514088783964788
GPC,-0.2193159039397776,0.11837779605457721,-0.824929193934232,-0.8966870063466221,0.0,0.0,-0.6287674163465224
GILD,0.016785242541063373,0.26137440262712436,-0.29249484792053815,1.1790152727796595,0.0,0.0,1.2437062031552
GPN,0.03095131132991385,-0.0661733799493084,-0.34821195484325956,0.982345958449299,0.0,0.0,1.4586339159016946
GL,0.10650367820378294,-0.09061724432068399,-0.6984235089382821,-0.03485796835443118,0.0,0.0,0.9671901413121007
GS,0.3378828017550071,-0.0661733799493084,-0.2543293718138194,-1.4202180775805446,0.0,0.0,-0.4239497223074026
HAL,-0.12959746827705804,-0.05395144776362061,-0.6942717571382252,-0.17569807361836026,0.0,0.0,0.31333019472936946
HIG,0.1726119992184184,-0.03072977661081382,-0.7517057092559142,-0.5237422809642648,0.0,0.0,0.6039172033393
HAS,-1.3809335446255153,-0.03072977661081382,-0.6177966334742752,-0.6234007793124202,0.0,0.0,-2.736741458478362
HCA,0.2953845953884558,0.04137962328474415,-0.7393509557318348,-0.33355178307569777,0.0,0.0,0.9551887401483043
DOC,0.49370955843236214,-0.7029360468236422,0.4782649510298532,1.3636285566049309,0.0,0.0,2.5757187692634442
HSIC,-0.058767124332805745,0.20882009422866687,-0.8631275026331647,-0.9998946993015234,0.0,0.0,-0.463121539562637
HSY,0.18677806800726887,1.1939078283951028,-0.14663329828083757,0.17505015215813477,0.0,0.0,-0.49866824194159265
HES,1.546720671736913,0.10737805708745822,0.024669551609666895,1.5736494055828414,0.0,0.0,4.535043140359543
HPE,-0.8709550682268988,0.28215168734279356,-0.8484064024987397,-0.4174924630532294,0.0,0.0,-1.593147884351081
