Ticker,beta,currentRatio,quickRatio,debtToEquity,interestCoverageRatio,Score
BBWI,1.888502828153105,0.017018568784966565,-0.03584177655486546,-0.3269076388466384,0.0,-1.5804183970763654
BAX,-0.9322535569763528,-0.08934522970048345,-0.14868130722193984,0.03961389380934492,0.0,0.6546131262445847
BDX,-1.3199941854788748,-0.1321501729934085,-0.22975859962717113,-0.17731905470162918,0.0,1.1354044675599244
BRK.B,-2.381179063485777,-1.0472679758163965,-0.8842278774962031,-0.3269076388466384,0.0,0.7765908490198158
BBY,1.0563343447588036,-0.4000053484476212,-0.6318016681520809,-0.04908444489773825,0.0,-2.0390569164607673
BIO,-0.25654181841640217,3.2111753220827803,2.890463385411266,-0.29396607144659903,0.0,6.6521465973570475
TECH,0.41236745297683725,1.5962615523951547,1.197870425405149,-0.27459306430121533,0.0,2.656357589124682
BIIB,-2.3970514868747688,0.3121132536074043,0.02601100321819765,-0.22964427960831965,0.0,2.96482002330869
BLK,0.7502233222568125,0.6798466300784418,0.7908122666283691,-0.26755530557572355,0.0,0.987990880025722
BX,1.02912447609196,-0.3539576064203837,-0.04420026030798209,-0.18354738597079925,0.0,-1.2437349568495266
BA,1.1152890602036316,-0.3066127448994212,-0.7028487800535723,-0.3269076388466384,0.0,-1.7978429463099865
BKNG,0.7933056143126481,-0.2586193236315961,0.07365436061096238,-0.3269076388466384,0.0,-0.6513629384866433
BWA,0.5257419057553525,-0.04848596564814596,0.053593999603482635,-0.1900142853323589,0.0,-0.330619586467657
BXP,0.24910824097577525,-0.4499444489560337,-0.2071906934937562,0.08883347337046428,0.0,-0.9950768567960294
BSX,-0.6374799797522133,0.03258400270966659,-0.09685870795261681,-0.2107185876361664,0.0,0.7839238621454294
BMY,-1.3744139228125622,-0.3273666567990211,-0.11608322058478497,0.41268326857252013,0.0,0.518280776856236
AVGO,0.4803921246439464,-0.18144071375495857,-0.19381711948876967,0.026752517542843954,0.0,-0.8824024754305185
BR,-0.14316736563788715,-0.1431756886900711,0.15974674326806382,0.023176126229254156,0.0,0.1365622939866257
BRO,-0.5762577752518151,-0.38184567553547116,-0.6125771555199128,-0.17573854108954842,0.0,-0.2424265147140204
BF.B,-2.381179063485777,-1.0472679758163965,-0.8842278774962031,-0.3269076388466384,0.0,0.7765908490198158
BLDR,2.332930683044885,0.3879947439903168,0.2725862739351381,-0.14443712932468714,0.0,-1.5279125357947427
BG,-0.91184615547622,0.24077168145252917,-0.30414910502990916,-0.2166636192956239,0.0,1.065132351194464
CDNS,0.022359335418745168,-0.1931147891984836,0.02601100321819765,-0.2881403238333363,0.0,0.09867720243430522
CZR,4.038082452833753,-0.6030045492155838,-0.46296029633912505,0.8763872177211901,0.0,-5.980434516109652
CPT,-0.49009319114014366,-0.854645730998234,-0.6552054226608075,-0.17510164948575843,0.0,-0.8446563130331395
CPB,-1.8868664493714506,-0.39416831072585873,-0.557411162749343,-0.06041429921398848,0.0,0.9957012751102374
COF,0.9361574248135777,-1.0472679758163965,-0.8842278774962031,-0.3269076388466384,0.0,-2.5407456392795384
CAH,-0.7599243887530098,-0.4090851849036962,-0.532335711489993,-0.3269076388466384,0.0,0.145411131205959
KMX,1.344305454816232,0.41847705209285413,-0.5966960363889912,0.3580170942592572,0.0,-1.8805415333716264
CCL,3.3759756486072248,-0.8124893474521714,-0.6677431482904824,0.6939784802945898,0.0,-5.550186624644469
CARR,0.3602152046987205,-0.167820959070846,-0.4203320291982302,-0.015608229362075798,0.0,-0.9327599636057209
CTLT,0.2876555549204707,0.5773741900741668,0.3687088370959795,-0.03255508421074791,0.0,0.6909825564604236
CAT,0.28992304397604074,-0.17236087729888358,-0.25650574763714434,0.13004611133075933,0.0,-0.8488357802428281
CBOE,-1.0478954988104383,-0.1827378332486836,-0.47967726384535836,-0.2419560972334233,0.0,0.6274364989498197
CBRE,0.8817376874798902,-0.3033699461651086,-0.08850022419950017,-0.1775512325772583,0.0,-1.0960566252672406
CDW,0.08811651803028378,-0.22943413502278365,0.020160064591016096,0.2890581351251559,0.0,-0.5864487235872071
CE,0.709408519256547,-0.26445636135335854,-0.3225377692867657,0.06451443845250436,0.0,-1.3609170883491755
COR,-1.3177266964233045,-0.47199548034935873,-0.4671395382156834,0.8312062551526653,0.0,-0.45261457729440285
CNC,-1.4515085507019525,-0.2865073927466836,0.045235515850366004,-0.1852386633400609,0.0,1.3954753371456958
CNP,-0.3154965338612301,-0.23656829223827108,-0.4186603324476069,0.08131644838793993,0.0,-0.42104853921258784
CF,-0.06834022680406707,1.5087059865687173,1.9116849379213092,-0.24120844187245247,0.0,3.729939593166546
CHRW,-0.6760272936969085,-0.156146883627321,0.1998674652830235,-0.01620251952079619,0.0,0.7359503948734072
CRL,0.8840051765354603,0.08576590195239167,0.09120717649250741,-0.14971544836880596,0.0,-0.5573166497217552
SCHW,-0.15450481091573867,-0.7651444859312089,-0.5206338342356298,-0.020313558970009013,0.0,-1.1109599502810912
CHTR,-0.17491221241587143,-0.7865469575776713,-0.6042186717667961,1.0102217874794752,0.0,-2.2260752044080716
CVX,0.12893132103054927,-0.2495394871755211,-0.20886239024437953,-0.29813675291890923,0.0,-0.2891964455315407
CMG,0.4803921246439464,0.022855606506729,0.3812465627256544,-0.06344752210294133,0.0,-0.012842433308621698
CB,-0.9458584913097746,-0.7956267940337465,-0.7304317764388573,-0.256259532415529,0.0,-0.3239405467473001
CHD,-1.231562112311633,-0.1827378332486836,-0.23393784150372943,-0.20134839979311606,0.0,1.016234837352336
CI,-1.0728378784217119,-0.5089633859205213,-0.40277921331668537,-0.1581100631197633,0.0,0.31920534230426856
CINF,-0.9345210460319231,-0.3980596692070338,-0.21722087399749618,-0.31221227036989274,0.0,0.6314527731972859
CTAS,0.4803921246439464,0.49565566196949185,0.02851854834413273,-0.19281746041793613,0.0,0.23659954608761427
CSCO,-0.4379409428620266,-0.4668070023744587,-0.31417928553364904,-0.17800919811175608,0.0,-0.16503614693432506
C,0.9815072059249837,-1.0472679758163965,-0.8842278774962031,-0.3269076388466384,0.0,-2.586095420390945
CFG,0.686733628700844,-1.0472679758163965,-0.8842278774962031,-0.3269076388466384,0.0,-2.291321843166805
CLX,-1.4152287258128278,-0.4635642036401462,-0.48051311222067,2.1957667519590705,0.0,-1.724615342007059
CME,-1.2746444043674687,-0.39027695224468373,-0.865003364864035,-0.2965328085120402,0.0,0.3158968957707903
CMS,-1.5354056457580536,0.26930831031447905,-0.4437357837069568,0.06890664743917631,0.0,1.2920715249263994
KO,-1.0773728565328524,-0.3734143988262587,-0.26068498951370267,0.006689366987333339,0.0,0.4365841012055577
CTSH,0.07224409464129189,0.47879310855106694,0.7991707503814856,-0.3067443748952144,0.0,1.512464139186475
CL,-1.4877883755910772,-0.3591460843952837,-0.39274903281294543,2.672800693270007,0.0,-1.9369074348871589
CMCSA,-0.13636489847117622,-0.6613749264332088,-0.4763338703441117,-0.07993641141711563,0.0,-0.9214074868890288
CMA,0.543881818199915,-1.0472679758163965,-0.8842278774962031,-0.3269076388466384,0.0,-2.1484700326658763
CAG,-1.5399406238691942,-0.43308189553760873,-0.644339393781756,-0.12655730282899164,0.0,0.589076637378821
COP,0.48492710275508705,-0.171712317552021,0.06278833173191084,-0.2473750010462717,0.0,-0.3464760875289254
ED,-1.6193027408141547,-0.4064909459162462,-0.33006040466457065,-0.08030704398922081,0.0,0.9630584342225587
STZ,-0.23840190597184,-0.27742755629060856,-0.5565753143740313,-0.06113852378017105,0.0,-0.5344624409126288
CEG,-0.6737598046413382,-0.12047609754988349,-0.3517924624226739,-0.1429588591807733,0.0,0.3444501038495541
COO,-0.17717970147144174,0.15840459360099163,-0.20301145161719797,-0.24237998161186547,0.0,0.37495282506710087
CPRT,0.38742507336556414,3.728726000079056,4.955844720806385,-0.323591116347973,0.0,8.62073676386785
GLW,0.040499247863307615,0.03582680144397902,-0.28659628914836427,-0.1741218162491585,0.0,-0.11714691931853433
CPAY,0.37608762808771234,-0.35330904667352114,-0.26570007976557264,0.11376170895291894,0.0,-1.1088584634797252
CTVA,-0.6080026220297993,-0.06469995931970855,-0.1771001519825364,-0.28738627825560503,0.0,0.6535887889831594
CSGP,-0.4742207677511515,4.848788682910595,6.625033926303775,-0.294843661215032,0.0,12.242887038180553
COST,-0.6601548703079163,-0.4460530904748587,-0.5682771916283946,-0.23012141579309875,0.0,-0.12405399600223826
CTRA,-1.9163438070938648,-0.079616833497546,0.297661725194488,-0.2783121704557882,0.0,2.412700869246595
CCI,-0.6306775125855024,-0.7761700016278714,-0.6593846645373658,0.6988243946712525,0.0,-1.5037015482509872
CSX,0.31486542358731434,-0.3027213864182462,-0.08682852744887684,-0.0035094189623200143,0.0,-0.7009059184921174
CMI,-0.016187978525950282,-0.18014359426123358,-0.27489441189400093,-0.17043679125064132,0.0,-0.26841323637864295
CVS,-1.1295251048109691,-0.5219345808577712,-0.4295263613266585,-0.09194788885447885,0.0,0.27001205148101826
DHR,-0.4447434100287376,0.1512704363855042,0.23413724867080177,-0.25013770475903285,0.0,1.0802887998440762
DRI,0.48946208086622767,-0.7969239135274714,-0.7697166500785053,0.3426848341787215,0.0,-2.398787478650926
DVA,-0.034327890970512726,-0.12242177679047107,0.1990316169077119,0.6299719391498251,0.0,-0.5190342080620716
DAY,0.566556708755618,-0.3520119271797961,-0.8048222818415952,-0.21839110789319466,0.0,-1.5049998098838147
DECK,-0.009385511359239112,0.8050186612229044,0.9161895229251185,-0.29917196803409957,0.0,2.0297656635413617
DE,0.001951933918612165,0.2576342348709542,0.6177916529388549,0.2866767143457673,0.0,0.5867972395454295
DAL,0.7751657018680856,-0.7833041588433589,-0.6435035454064442,0.19666199098603465,0.0,-2.398635397103923
DVN,2.575552011990907,-0.37276583907939614,-0.16874166822941977,-0.2149574314205879,0.0,-2.902102087879135
DXCM,0.3942275405322748,0.8322581705911296,1.1510629163876958,-0.08135290946567858,0.0,1.6704464559122292
FANG,1.9157126968199487,-0.4505930087028962,-0.1587114877256798,-0.24623967253516782,0.0,-2.278777520713357
DLR,-1.106850214255266,-0.38184567553547116,-0.10187379820448669,-0.1378339053389049,0.0,0.7609646458542132
DFS,0.8545278188130466,-0.3364464932550961,0.02851854834413273,-0.030623108676843213,0.0,-1.1318326550471667
DG,-1.3834838790348434,-0.2748333173031586,-0.8031505850909718,0.2440497084091628,0.0,0.061450268231550254
DLTR,-0.28828666519438645,-0.20024894641397104,-0.7621940147007004,-0.02437134661288487,0.0,-0.6497849493074
D,-1.0546979659771494,-0.36628024161077116,-0.7404619569425972,-0.00181601152080486,0.0,-0.05022822105541407
DPZ,-0.4946281692512843,0.09095437992729152,-0.08097758882169519,-0.3269076388466384,0.0,0.831512599203519
DOV,0.45998472314381345,-0.19765470742652103,-0.1913095743628347,-0.16393581073302602,0.0,-0.6850131942001432
DOW,0.5484167963110556,0.12013956853610415,-0.09184361770074682,-0.12632086480885557,0.0,-0.3937999806668427
DHI,1.3987251921499195,2.652116820287305,-0.3860622458104521,-0.2744290487376975,0.0,1.141758431064631
DTE,-0.9299860679207825,-0.5582539266820713,-0.5298281663640582,0.09409475183655527,0.0,-0.2521907769619022
DUK,-1.3517390322568592,-0.5426884927573713,-0.6501903324089375,0.019382467545809575,0.0,0.1394777395447408
DD,0.523474416699782,0.4645247941200918,0.2934824833179298,-0.25309211497460704,0.0,0.48762497571284663
EMN,1.1379639507593347,-0.14576992767752112,-0.3150151339089607,-0.12905587758232148,0.0,-1.469693134763495
ETN,0.03142929164102639,-0.03746044995148352,-0.07011155994264356,-0.21901521906346375,0.0,0.08001391752831027
EBAY,0.5937665774224617,0.24271736069311675,0.6186275013141667,-0.04819620476803786,0.0,0.31577448935285957
ECL,0.08811651803028378,-0.1340958522339961,-0.10856058520698,-0.10556118062645761,0.0,-0.22521177484480223
EIX,-0.22479697163841816,-0.4013024679413462,-0.4972300797269032,0.11631353551258578,0.0,-0.7900491115424171
EW,0.10398894141927617,1.3880738736522924,1.0532686564762312,-0.30618416589254965,0.0,2.643537754601797
EA,-0.6193400673076509,-0.156146883627321,0.1513882595149472,-0.27354932889701106,0.0,0.8881307720922882
ELV,-0.5875952205296666,-0.15549832388045853,0.13885053388527213,-0.18850832424914984,0.0,0.75945575478363
LLY,-1.5399406238691942,-0.169118078564571,-0.32086607253614235,0.10821926094936882,0.0,0.9417372118191121
EMR,0.7116760083121176,-0.2852102732529586,-0.21387748049624952,-0.23595781376762884,0.0,-0.974805948293697
ENPH,0.9996471183695462,1.6481463321441547,2.185007356648223,-0.022237014214899816,0.0,2.8557435846377315
ETR,-0.8120766370311269,-0.5991131907344088,-0.5707847367543296,0.08200872187032036,0.0,-0.43983001232793195
EOG,0.7592932784790938,0.45933631614519177,0.6771368875859831,-0.29634323208148067,0.0,0.6735231573335618
EPAM,0.931622446702437,1.9892887589938304,2.8938067789125124,-0.31634461054164037,0.0,4.267817701745546
EQT,0.11986136480826806,-0.4745897193368087,-0.4671395382156834,-0.24962009720143766,0.0,-0.8119705251593224
EFX,1.1152890602036316,-0.5712251216193213,-0.3726886718054655,-0.07262600344317865,0.0,-1.9865768501852399
EQIX,-0.9798708271433292,-0.3370950530019587,-0.11357567545884999,-0.028292809631538143,0.0,0.5574929083140586
EQR,-0.492360680195714,-0.8475115737827464,-0.8123449172194002,-0.1884827633821081,0.0,-0.9790130474243245
ESS,-0.5603853518628229,-0.4700498011087712,-0.35847924942516723,-0.08203240251453811,0.0,-0.18611129615657743
EL,0.04276673691887767,-0.025137814761095927,-0.026647444426437062,-0.00856195034757013,0.0,-0.08599004575884053
ETSY,2.14926406954369,0.5644029951369168,0.6838236745884763,-0.3269076388466384,0.0,-0.5741297609716586
EG,-1.090977790866274,-0.02902917324227093,0.09538641836906563,-0.2739838636367206,0.0,1.4313188996297894
EVRG,-1.1023152361441257,-0.6756432408641839,-0.8215392493478284,-0.026473727927067783,0.0,-0.3683935261408188
ES,-1.05923294408829,-0.5498226499728588,-0.6150847006458476,0.08300133554044113,0.0,-0.18867574207085763
EXC,-1.0274880973103055,-0.3792514365480212,-0.4328697548279052,0.04392089990587776,0.0,0.1714460060285014
EXPE,1.7864658206524415,-0.5329600965544338,-0.3726886718054655,0.32697342123706674,0.0,-3.0190880102494075
EXPD,-0.1204924750821841,0.15062187663864163,0.46232385513088564,-0.2721520014987294,0.0,1.0055902083504407
EXR,-0.6465499359744945,-0.002438223620908464,-0.5950243396383679,-0.16820234545674273,0.0,0.21728971817196086
XOM,-0.23386692786069938,-0.1509584056524211,-0.02748329280174882,-0.28647673740336993,0.0,0.34190196680989937
FFIV,0.19695599269765846,-0.20478886464200863,0.06028078660597576,-0.3075303715567478,0.0,-0.033933699176943555
FDS,-0.7304470310305958,0.11365397106747914,0.4288899201184191,-0.1254326246791552,0.0,1.3984235468956492
FICO,0.4214374091991185,0.2731996687956542,0.7197651547268779,-0.3269076388466384,0.0,0.898435053170052
FAST,0.020091846363174612,2.08786984051693,1.016491327962518,-0.2968800102893571,0.0,3.3811493324056303
FRT,0.36701767186543116,-0.3403378517362711,0.026846851593509403,-0.020601118724228602,0.0,-0.6599075532839642
FDX,0.42370489825468904,-0.19830326717338362,0.09204302486781897,-0.3269076388466384,0.0,-0.20305750171361525
FIS,-0.14543485469345746,-0.06275428007912098,0.027682699968820976,-0.19363114801876477,0.0,0.3039944226019222
FITB,0.4758571465328058,-1.0472679758163965,-0.8842278774962031,-0.3269076388466384,0.0,-2.080445360998767
FSLR,0.7207459645343989,0.5170581336159543,0.508295515773027,-0.30587530541579533,0.0,0.6104829902703778
FE,-1.306389251145453,-0.6270012598494963,-0.5432017403690448,0.056686422920972236,0.0,0.0794998280059396
FI,-0.28828666519438645,-0.36238888312959616,-0.7563430760735187,-0.1502181454206268,0.0,-0.6802271485881015
FMC,-0.3767187383616284,-0.09842506615655847,-0.12277000758727828,-0.10643877039489062,0.0,0.2619624350126823
F,1.314828097093818,-0.2897501914809962,-0.09267946607605848,0.42499082605311683,0.0,-2.1222485807039893
FTNT,0.07904656180800256,-0.26899627958139616,9.970358353617072e-05,-0.3269076388466384,0.0,-0.02103549895922413
FTV,0.33073784697630626,-0.07248267628205857,-0.03166253467830704,-0.24681479204360696,0.0,-0.1880682658930649
FOXA,-0.6102701110853697,1.0527684845243797,1.4803871762604912,-0.16821938603477057,0.0,3.311645157905011
FOX,-0.6102701110853697,1.0527684845243797,1.4803871762604912,-0.16821938603477057,0.0,3.311645157905011
BEN,0.9134825342578745,2.284383443816268,0.33527490208351296,-0.2691294289710439,0.0,1.97530524061295
FCX,2.1968813397106666,0.4794416682979294,0.10290905374687069,-0.2554756658262491,0.0,-1.3590549518396173
GRMN,-0.1250274531933247,1.5748590807486926,1.2873062015634968,-0.31921807801158236,0.0,3.3064108135170964
IT,0.6005690445891724,-0.4544843671840712,-0.2322661447531061,0.5474742407726169,0.0,-1.8347937972989663
GE,0.44184481069925147,-0.2910473109747212,-0.28659628914836427,-0.17327617756452768,0.0,-0.8462122332578093
GEHC,-2.381179063485777,-0.36109176363587114,-0.27322271514337765,-0.05590493625337525,0.0,1.8027695209599035
GEV,-2.381179063485777,-0.4045452666756587,-0.37101697505484216,-0.30511912976581057,0.0,1.9107359515210867
GEN,0.12666383197497924,-0.7145568256759339,-0.5106036537318898,0.5122258051220606,0.0,-1.8640501165048633
GNRC,0.8046430595904999,0.43598816525814177,-0.16706997147879646,-0.18117874562493155,0.0,-0.354546120186223
GD,-0.8778338196426655,-0.11269338058753348,-0.2531623541358977,-0.21684254536491607,0.0,0.7288206302841503
GIS,-2.0637305957059344,-0.6198671026340088,-0.6050545201421077,-0.05185992904402026,0.0,0.8906689019738382
GM,1.0087170745918275,-0.2949386694558962,-0.14700961047131653,0.04908632512056221,0.0,-1.4997516796396024
GPC,-0.22933194974955876,-0.31115266312745865,-0.5482168306209146,-0.08844178992525382,0.0,-0.5415957540735606
GILD,-1.8483191354267556,-0.34747200895175867,-0.19548881623939302,-0.01945939999636432,0.0,1.3248177102319683
GPN,-0.17944719052701205,-0.4505930087028962,-0.6284582746508343,-0.15784167401582508,0.0,-0.7417624188108933
GL,-0.6170725782520805,-0.719745303650834,-0.5783073721321346,-0.2270008599417533,0.0,-0.4539792375891347
GS,0.7774331909236563,-0.043297487673245955,0.312706995950098,0.9678695608635692,0.0,-1.4758932435103733
HAL,2.2014163178218067,0.3302729265195543,0.20237501040895856,-0.13359080140997645,0.0,-1.5351775794833173
HIG,-0.35857882591706597,0.1953724991721541,-0.025811596051125492,-0.26686729223785016,0.0,0.7950070212759448
HAS,-0.8914387539760873,-0.32542097755843363,-0.32337361766207734,0.3961453875965158,0.0,-0.15350122884093942
HCA,1.4123301264833412,-0.2929929902153086,-0.15787563935036814,6.734701505667328,0.0,-8.597900261716346
DOC,-0.09781758452648129,0.4126400143710917,0.29181078656730647,-0.12580751739576734,0.0,0.9280759028606469
HSIC,-0.39939362891733143,0.08576590195239167,-0.23895293175559942,-0.21192207845938155,0.0,0.45812867757350517
HSY,-1.6397101423142877,-0.41751646161290873,-0.47048293171693006,-0.03154329989034581,0.0,0.7832540488747946
HES,0.4577172340882434,-0.2508366066692461,0.0017714003341594978,-0.1318611827401522,0.0,-0.5749212576831778
HPE,0.3783551171432829,-0.4674555621213212,-0.47215462846755335,-0.19890307684612318,0.0,-1.1190622308860343
HLT,0.49399705897736823,-0.5005321092113088,-0.2615208378890143,-0.3269076388466384,0.0,-0.9291423672310529
HOLX,-0.0864801392486295,1.5268656594808674,1.5982417971794356,-0.2139712079672275,0.0,3.42555880387616
HD,-0.08874762830420006,-0.1788464747675086,-0.5966960363889912,5.643263133346397,0.0,-6.330058016198697
HON,-0.07514269397077823,0.03193544296280401,0.11293923425061066,0.0022971580006613907,0.0,0.21772021318353152
HRL,-1.7644220403706543,-0.08156251273813343,-0.24313217363215775,-0.23704202054464926,0.0,1.6767693745450125
HST,0.6436513366450084,3.082111932457143,4.430931941110661,-0.17117379625034476,0.0,7.04056633317314
HWM,0.44864727786596215,0.22844904626214174,-0.22641520612592447,-0.1267767002710999,0.0,-0.31983673745864494
HPQ,0.04730171503001828,-0.5887362347846088,-0.5841583107593162,-0.3269076388466384,0.0,-0.8932886217273049
HUBB,-0.2066570591938557,0.026098405241041577,-0.09936625307855179,-0.1630795216871278,0.0,0.2964687330434733
HUM,-1.2519695138117657,0.033232562456529016,0.24249573242391842,-0.14865680245882731,0.0,1.6763546111510403
HBAN,0.1334662991416899,-1.0472679758163965,-0.8842278774962031,-0.3269076388466384,0.0,-1.738054513607651
HII,-1.0206856301435947,-0.4240020590815337,-0.16706997147879646,-0.18984174947982715,0.0,0.6194553490630917
IBM,-0.6918997170859006,-0.3130983423680462,-0.07763419532044855,0.24704245992529963,0.0,0.05412471947210626
IEX,-0.14996983280459808,1.1416211698445422,1.036551688969998,-0.2477115524623212,0.0,2.5758542440814596
IDXX,0.5030670151996495,-0.02902917324227093,-0.03166253467830704,-0.18177942600041241,0.0,-0.38197929711981504
ITW,0.22643335042007218,-0.1944119086922086,-0.16038318447630315,0.26007850211658584,0.0,-0.8413069457051698
