Ticker,debtToEquity,interestCoverageRatio,currentRatio,quickRatio,beta,Score
ADSK,-0.02536822042751268,0.0,-0.5135033041485588,-0.28408874402242923,0.9157500233134446,1.68797385105692
ADP,-0.17060080681415912,0.0,-0.39027695224468373,-0.7814185273328687,-0.6012001548630884,0.3998945179003047
AZO,-0.3269076388466384,0.0,-0.5180432223765963,-0.8023147367156602,-0.7508544325307286,0.2425958877148895
AVB,-0.17901672228765125,0.0,-0.2787246757843336,-0.5390224984924864,-0.31322904480565983,0.32550140718350895
AVY,-0.013735895851268533,0.0,-0.48107531680543375,-0.45460181258600846,-0.2973566214166677,0.6245846121235059
AXON,-0.24254399717538327,0.0,0.8380952083128921,1.1092704976221126,-0.32456649008351135,-2.5144761931938993
BKR,-0.2446357281282988,0.0,-0.2391625312257211,-0.27573026026931263,0.8704002422020385,1.1406573055687734
BALL,-0.14915523936614122,0.0,-0.2612135626190461,-0.14366621697006987,-0.4084635851396127,-0.15273904491663792
BAC,-0.3269076388466384,0.0,-1.0472679758163965,-0.8842278774962031,0.7366183879233907,2.341206602389352
BK,-0.3269076388466384,0.0,-1.0472679758163965,-0.8842278774962031,0.11759387575269802,1.722182090218659
BBWI,-0.3269076388466384,0.0,0.017018568784966565,-0.03584177655486546,1.888502828153105,1.5804183970763657
BAX,0.03961389380934492,0.0,-0.08934522970048345,-0.14868130722193984,-0.9322535569763528,-0.6546131262445847
BDX,-0.17731905470162918,0.0,-0.1321501729934085,-0.22975859962717113,-1.3199941854788748,-1.1354044675599244
BRK.B,-0.3269076388466384,0.0,-1.0472679758163965,-0.8842278774962031,-2.381179063485777,-0.7765908490198159
BBY,-0.04908444489773825,0.0,-0.4000053484476212,-0.6318016681520809,1.0563343447588036,2.0390569164607673
BIO,-0.29396607144659903,0.0,3.2111753220827803,2.890463385411266,-0.25654181841640217,-6.652146597357048
TECH,-0.27459306430121533,0.0,1.5962615523951547,1.197870425405149,0.41236745297683725,-2.6563575891246822
BIIB,-0.22964427960831965,0.0,0.3121132536074043,0.02601100321819765,-2.3970514868747688,-2.9648200233086905
BLK,-0.26755530557572355,0.0,0.6798466300784418,0.7908122666283691,0.7502233222568125,-0.9879908800257219
BX,-0.18354738597079925,0.0,-0.3539576064203837,-0.04420026030798209,1.02912447609196,1.2437349568495266
BA,-0.3269076388466384,0.0,-0.3066127448994212,-0.7028487800535723,1.1152890602036316,1.7978429463099868
BKNG,-0.3269076388466384,0.0,-0.2586193236315961,0.07365436061096238,0.7933056143126481,0.6513629384866435
BWA,-0.1900142853323589,0.0,-0.04848596564814596,0.053593999603482635,0.5257419057553525,0.330619586467657
BXP,0.08883347337046428,0.0,-0.4499444489560337,-0.2071906934937562,0.24910824097577525,0.9950768567960294
BSX,-0.2107185876361664,0.0,0.03258400270966659,-0.09685870795261681,-0.6374799797522133,-0.7839238621454294
BMY,0.41268326857252013,0.0,-0.3273666567990211,-0.11608322058478497,-1.3744139228125622,-0.5182807768562361
AVGO,0.026752517542843954,0.0,-0.18144071375495857,-0.19381711948876967,0.4803921246439464,0.8824024754305186
BR,0.023176126229254156,0.0,-0.1431756886900711,0.15974674326806382,-0.14316736563788715,-0.1365622939866257
BRO,-0.17573854108954842,0.0,-0.38184567553547116,-0.6125771555199128,-0.5762577752518151,0.24242651471402044
BF.B,-0.3269076388466384,0.0,-1.0472679758163965,-0.8842278774962031,-2.381179063485777,-0.7765908490198159
BLDR,-0.14443712932468714,0.0,0.3879947439903168,0.2725862739351381,2.332930683044885,1.5279125357947427
BG,-0.2166636192956239,0.0,0.24077168145252917,-0.30414910502990916,-0.91184615547622,-1.065132351194464
CDNS,-0.2881403238333363,0.0,-0.1931147891984836,0.02601100321819765,0.022359335418745168,-0.0986772024343052
CZR,0.8763872177211901,0.0,-0.6030045492155838,-0.46296029633912505,4.038082452833753,5.980434516109652
CPT,-0.17510164948575843,0.0,-0.854645730998234,-0.6552054226608075,-0.49009319114014366,0.8446563130331395
CPB,-0.06041429921398848,0.0,-0.39416831072585873,-0.557411162749343,-1.8868664493714506,-0.9957012751102374
COF,-0.3269076388466384,0.0,-1.0472679758163965,-0.8842278774962031,0.9361574248135777,2.540745639279539
CAH,-0.3269076388466384,0.0,-0.4090851849036962,-0.532335711489993,-0.7599243887530098,-0.14541113120595894
KMX,0.3580170942592572,0.0,0.41847705209285413,-0.5966960363889912,1.344305454816232,1.8805415333716264
CCL,0.6939784802945898,0.0,-0.8124893474521714,-0.6677431482904824,3.3759756486072248,5.550186624644468
CARR,-0.015608229362075798,0.0,-0.167820959070846,-0.4203320291982302,0.3602152046987205,0.9327599636057209
CTLT,-0.03255508421074791,0.0,0.5773741900741668,0.3687088370959795,0.2876555549204707,-0.6909825564604235
CAT,0.13004611133075933,0.0,-0.17236087729888358,-0.25650574763714434,0.28992304397604074,0.8488357802428279
CBOE,-0.2419560972334233,0.0,-0.1827378332486836,-0.47967726384535836,-1.0478954988104383,-0.6274364989498197
CBRE,-0.1775512325772583,0.0,-0.3033699461651086,-0.08850022419950017,0.8817376874798902,1.0960566252672406
CDW,0.2890581351251559,0.0,-0.22943413502278365,0.020160064591016096,0.08811651803028378,0.5864487235872072
CE,0.06451443845250436,0.0,-0.26445636135335854,-0.3225377692867657,0.709408519256547,1.3609170883491757
COR,0.8312062551526653,0.0,-0.47199548034935873,-0.4671395382156834,-1.3177266964233045,0.4526145772944028
CNC,-0.1852386633400609,0.0,-0.2865073927466836,0.045235515850366004,-1.4515085507019525,-1.3954753371456958
CNP,0.08131644838793993,0.0,-0.23656829223827108,-0.4186603324476069,-0.3154965338612301,0.4210485392125878
CF,-0.24120844187245247,0.0,1.5087059865687173,1.9116849379213092,-0.06834022680406707,-3.729939593166546
CHRW,-0.01620251952079619,0.0,-0.156146883627321,0.1998674652830235,-0.6760272936969085,-0.7359503948734072
CRL,-0.14971544836880596,0.0,0.08576590195239167,0.09120717649250741,0.8840051765354603,0.5573166497217552
SCHW,-0.020313558970009013,0.0,-0.7651444859312089,-0.5206338342356298,-0.15450481091573867,1.110959950281091
CHTR,1.0102217874794752,0.0,-0.7865469575776713,-0.6042186717667961,-0.17491221241587143,2.226075204408071
CVX,-0.29813675291890923,0.0,-0.2495394871755211,-0.20886239024437953,0.12893132103054927,0.28919644553154067
CMG,-0.06344752210294133,0.0,0.022855606506729,0.3812465627256544,0.4803921246439464,0.012842433308621726
CB,-0.256259532415529,0.0,-0.7956267940337465,-0.7304317764388573,-0.9458584913097746,0.3239405467473001
CHD,-0.20134839979311606,0.0,-0.1827378332486836,-0.23393784150372943,-1.231562112311633,-1.016234837352336
CI,-0.1581100631197633,0.0,-0.5089633859205213,-0.40277921331668537,-1.0728378784217119,-0.31920534230426845
CINF,-0.31221227036989274,0.0,-0.3980596692070338,-0.21722087399749618,-0.9345210460319231,-0.6314527731972859
CTAS,-0.19281746041793613,0.0,0.49565566196949185,0.02851854834413273,0.4803921246439464,-0.23659954608761424
CSCO,-0.17800919811175608,0.0,-0.4668070023744587,-0.31417928553364904,-0.4379409428620266,0.16503614693432506
C,-0.3269076388466384,0.0,-1.0472679758163965,-0.8842278774962031,0.9815072059249837,2.586095420390945
CFG,-0.3269076388466384,0.0,-1.0472679758163965,-0.8842278774962031,0.686733628700844,2.291321843166805
CLX,2.1957667519590705,0.0,-0.4635642036401462,-0.48051311222067,-1.4152287258128278,1.724615342007059
CME,-0.2965328085120402,0.0,-0.39027695224468373,-0.865003364864035,-1.2746444043674687,-0.3158968957707903
CMS,0.06890664743917631,0.0,0.26930831031447905,-0.4437357837069568,-1.5354056457580536,-1.2920715249263997
KO,0.006689366987333339,0.0,-0.3734143988262587,-0.26068498951370267,-1.0773728565328524,-0.4365841012055577
CTSH,-0.3067443748952144,0.0,0.47879310855106694,0.7991707503814856,0.07224409464129189,-1.512464139186475
CL,2.672800693270007,0.0,-0.3591460843952837,-0.39274903281294543,-1.4877883755910772,1.9369074348871587
CMCSA,-0.07993641141711563,0.0,-0.6613749264332088,-0.4763338703441117,-0.13636489847117622,0.9214074868890287
CMA,-0.3269076388466384,0.0,-1.0472679758163965,-0.8842278774962031,0.543881818199915,2.148470032665876
CAG,-0.12655730282899164,0.0,-0.43308189553760873,-0.644339393781756,-1.5399406238691942,-0.5890766373788211
COP,-0.2473750010462717,0.0,-0.171712317552021,0.06278833173191084,0.48492710275508705,0.3464760875289255
ED,-0.08030704398922081,0.0,-0.4064909459162462,-0.33006040466457065,-1.6193027408141547,-0.9630584342225587
STZ,-0.06113852378017105,0.0,-0.27742755629060856,-0.5565753143740313,-0.23840190597184,0.5344624409126288
CEG,-0.1429588591807733,0.0,-0.12047609754988349,-0.3517924624226739,-0.6737598046413382,-0.3444501038495541
COO,-0.24237998161186547,0.0,0.15840459360099163,-0.20301145161719797,-0.17717970147144174,-0.37495282506710087
CPRT,-0.323591116347973,0.0,3.728726000079056,4.955844720806385,0.38742507336556414,-8.620736763867848
GLW,-0.1741218162491585,0.0,0.03582680144397902,-0.28659628914836427,0.040499247863307615,0.11714691931853435
CPAY,0.11376170895291894,0.0,-0.35330904667352114,-0.26570007976557264,0.37608762808771234,1.108858463479725
CTVA,-0.28738627825560503,0.0,-0.06469995931970855,-0.1771001519825364,-0.6080026220297993,-0.6535887889831593
CSGP,-0.294843661215032,0.0,4.848788682910595,6.625033926303775,-0.4742207677511515,-12.242887038180555
COST,-0.23012141579309875,0.0,-0.4460530904748587,-0.5682771916283946,-0.6601548703079163,0.12405399600223821
CTRA,-0.2783121704557882,0.0,-0.079616833497546,0.297661725194488,-1.9163438070938648,-2.4127008692465948
CCI,0.6988243946712525,0.0,-0.7761700016278714,-0.6593846645373658,-0.6306775125855024,1.5037015482509872
CSX,-0.0035094189623200143,0.0,-0.3027213864182462,-0.08682852744887684,0.31486542358731434,0.7009059184921174
CMI,-0.17043679125064132,0.0,-0.18014359426123358,-0.27489441189400093,-0.016187978525950282,0.26841323637864295
CVS,-0.09194788885447885,0.0,-0.5219345808577712,-0.4295263613266585,-1.1295251048109691,-0.27001205148101826
DHR,-0.25013770475903285,0.0,0.1512704363855042,0.23413724867080177,-0.4447434100287376,-1.0802887998440764
DRI,0.3426848341787215,0.0,-0.7969239135274714,-0.7697166500785053,0.48946208086622767,2.398787478650926
DVA,0.6299719391498251,0.0,-0.12242177679047107,0.1990316169077119,-0.034327890970512726,0.5190342080620716
DAY,-0.21839110789319466,0.0,-0.3520119271797961,-0.8048222818415952,0.566556708755618,1.5049998098838147
DECK,-0.29917196803409957,0.0,0.8050186612229044,0.9161895229251185,-0.009385511359239112,-2.0297656635413612
DE,0.2866767143457673,0.0,0.2576342348709542,0.6177916529388549,0.001951933918612165,-0.5867972395454296
DAL,0.19666199098603465,0.0,-0.7833041588433589,-0.6435035454064442,0.7751657018680856,2.3986353971039236
DVN,-0.2149574314205879,0.0,-0.37276583907939614,-0.16874166822941977,2.575552011990907,2.9021020878791353
DXCM,-0.08135290946567858,0.0,0.8322581705911296,1.1510629163876958,0.3942275405322748,-1.670446455912229
FANG,-0.24623967253516782,0.0,-0.4505930087028962,-0.1587114877256798,1.9157126968199487,2.2787775207133567
DLR,-0.1378339053389049,0.0,-0.38184567553547116,-0.10187379820448669,-1.106850214255266,-0.7609646458542132
DFS,-0.030623108676843213,0.0,-0.3364464932550961,0.02851854834413273,0.8545278188130466,1.131832655047167
DG,0.2440497084091628,0.0,-0.2748333173031586,-0.8031505850909718,-1.3834838790348434,-0.06145026823155031
DLTR,-0.02437134661288487,0.0,-0.20024894641397104,-0.7621940147007004,-0.28828666519438645,0.6497849493074002
D,-0.00181601152080486,0.0,-0.36628024161077116,-0.7404619569425972,-1.0546979659771494,0.050228221055414135
DPZ,-0.3269076388466384,0.0,0.09095437992729152,-0.08097758882169519,-0.4946281692512843,-0.831512599203519
DOV,-0.16393581073302602,0.0,-0.19765470742652103,-0.1913095743628347,0.45998472314381345,0.6850131942001432
DOW,-0.12632086480885557,0.0,0.12013956853610415,-0.09184361770074682,0.5484167963110556,0.3937999806668427
DHI,-0.2744290487376975,0.0,2.652116820287305,-0.3860622458104521,1.3987251921499195,-1.1417584310646307
DTE,0.09409475183655527,0.0,-0.5582539266820713,-0.5298281663640582,-0.9299860679207825,0.2521907769619023
DUK,0.019382467545809575,0.0,-0.5426884927573713,-0.6501903324089375,-1.3517390322568592,-0.13947773954474085
DD,-0.25309211497460704,0.0,0.4645247941200918,0.2934824833179298,0.523474416699782,-0.4876249757128468
EMN,-0.12905587758232148,0.0,-0.14576992767752112,-0.3150151339089607,1.1379639507593347,1.469693134763495
ETN,-0.21901521906346375,0.0,-0.03746044995148352,-0.07011155994264356,0.03142929164102639,-0.08001391752831027
EBAY,-0.04819620476803786,0.0,0.24271736069311675,0.6186275013141667,0.5937665774224617,-0.31577448935285946
ECL,-0.10556118062645761,0.0,-0.1340958522339961,-0.10856058520698,0.08811651803028378,0.22521177484480226
EIX,0.11631353551258578,0.0,-0.4013024679413462,-0.4972300797269032,-0.22479697163841816,0.7900491115424171
EW,-0.30618416589254965,0.0,1.3880738736522924,1.0532686564762312,0.10398894141927617,-2.6435377546017973
EA,-0.27354932889701106,0.0,-0.156146883627321,0.1513882595149472,-0.6193400673076509,-0.8881307720922882
ELV,-0.18850832424914984,0.0,-0.15549832388045853,0.13885053388527213,-0.5875952205296666,-0.75945575478363
LLY,0.10821926094936882,0.0,-0.169118078564571,-0.32086607253614235,-1.5399406238691942,-0.9417372118191121
EMR,-0.23595781376762884,0.0,-0.2852102732529586,-0.21387748049624952,0.7116760083121176,0.9748059482936969
ENPH,-0.022237014214899816,0.0,1.6481463321441547,2.185007356648223,0.9996471183695462,-2.8557435846377315
ETR,0.08200872187032036,0.0,-0.5991131907344088,-0.5707847367543296,-0.8120766370311269,0.43983001232793206
EOG,-0.29634323208148067,0.0,0.45933631614519177,0.6771368875859831,0.7592932784790938,-0.6735231573335618
EPAM,-0.31634461054164037,0.0,1.9892887589938304,2.8938067789125124,0.931622446702437,-4.267817701745547
EQT,-0.24962009720143766,0.0,-0.4745897193368087,-0.4671395382156834,0.11986136480826806,0.8119705251593224
EFX,-0.07262600344317865,0.0,-0.5712251216193213,-0.3726886718054655,1.1152890602036316,1.9865768501852397
EQIX,-0.028292809631538143,0.0,-0.3370950530019587,-0.11357567545884999,-0.9798708271433292,-0.5574929083140586
EQR,-0.1884827633821081,0.0,-0.8475115737827464,-0.8123449172194002,-0.492360680195714,0.9790130474243245
ESS,-0.08203240251453811,0.0,-0.4700498011087712,-0.35847924942516723,-0.5603853518628229,0.1861112961565775
EL,-0.00856195034757013,0.0,-0.025137814761095927,-0.026647444426437062,0.04276673691887767,0.08599004575884053
ETSY,-0.3269076388466384,0.0,0.5644029951369168,0.6838236745884763,2.14926406954369,0.5741297609716585
EG,-0.2739838636367206,0.0,-0.02902917324227093,0.09538641836906563,-1.090977790866274,-1.4313188996297894
EVRG,-0.026473727927067783,0.0,-0.6756432408641839,-0.8215392493478284,-1.1023152361441257,0.3683935261408189
ES,0.08300133554044113,0.0,-0.5498226499728588,-0.6150847006458476,-1.05923294408829,0.18867574207085758
EXC,0.04392089990587776,0.0,-0.3792514365480212,-0.4328697548279052,-1.0274880973103055,-0.17144600602850146
EXPE,0.32697342123706674,0.0,-0.5329600965544338,-0.3726886718054655,1.7864658206524415,3.0190880102494075
EXPD,-0.2721520014987294,0.0,0.15062187663864163,0.46232385513088564,-0.1204924750821841,-1.0055902083504409
EXR,-0.16820234545674273,0.0,-0.002438223620908464,-0.5950243396383679,-0.6465499359744945,-0.2172897181719609
XOM,-0.28647673740336993,0.0,-0.1509584056524211,-0.02748329280174882,-0.23386692786069938,-0.34190196680989937
FFIV,-0.3075303715567478,0.0,-0.20478886464200863,0.06028078660597576,0.19695599269765846,0.033933699176943555
FDS,-0.1254326246791552,0.0,0.11365397106747914,0.4288899201184191,-0.7304470310305958,-1.3984235468956494
FICO,-0.3269076388466384,0.0,0.2731996687956542,0.7197651547268779,0.4214374091991185,-0.8984350531700522
FAST,-0.2968800102893571,0.0,2.08786984051693,1.016491327962518,0.020091846363174612,-3.3811493324056303
FRT,-0.020601118724228602,0.0,-0.3403378517362711,0.026846851593509403,0.36701767186543116,0.6599075532839642
FDX,-0.3269076388466384,0.0,-0.19830326717338362,0.09204302486781897,0.42370489825468904,0.20305750171361525
FIS,-0.19363114801876477,0.0,-0.06275428007912098,0.027682699968820976,-0.14543485469345746,-0.3039944226019222
FITB,-0.3269076388466384,0.0,-1.0472679758163965,-0.8842278774962031,0.4758571465328058,2.080445360998767
FSLR,-0.30587530541579533,0.0,0.5170581336159543,0.508295515773027,0.7207459645343989,-0.6104829902703778
FE,0.056686422920972236,0.0,-0.6270012598494963,-0.5432017403690448,-1.306389251145453,-0.07949982800593958
FI,-0.1502181454206268,0.0,-0.36238888312959616,-0.7563430760735187,-0.28828666519438645,0.6802271485881015
FMC,-0.10643877039489062,0.0,-0.09842506615655847,-0.12277000758727828,-0.3767187383616284,-0.26196243501268224
F,0.42499082605311683,0.0,-0.2897501914809962,-0.09267946607605848,1.314828097093818,2.1222485807039897
FTNT,-0.3269076388466384,0.0,-0.26899627958139616,9.970358353617072e-05,0.07904656180800256,0.021035498959224116
FTV,-0.24681479204360696,0.0,-0.07248267628205857,-0.03166253467830704,0.33073784697630626,0.1880682658930649
FOXA,-0.16821938603477057,0.0,1.0527684845243797,1.4803871762604912,-0.6102701110853697,-3.311645157905011
FOX,-0.16821938603477057,0.0,1.0527684845243797,1.4803871762604912,-0.6102701110853697,-3.311645157905011
BEN,-0.2691294289710439,0.0,2.284383443816268,0.33527490208351296,0.9134825342578745,-1.97530524061295
FCX,-0.2554756658262491,0.0,0.4794416682979294,0.10290905374687069,2.1968813397106666,1.3590549518396173
GRMN,-0.31921807801158236,0.0,1.5748590807486926,1.2873062015634968,-0.1250274531933247,-3.306410813517097
IT,0.5474742407726169,0.0,-0.4544843671840712,-0.2322661447531061,0.6005690445891724,1.8347937972989663
GE,-0.17327617756452768,0.0,-0.2910473109747212,-0.28659628914836427,0.44184481069925147,0.8462122332578093
GEHC,-0.05590493625337525,0.0,-0.36109176363587114,-0.27322271514337765,-2.381179063485777,-1.8027695209599035
GEV,-0.30511912976581057,0.0,-0.4045452666756587,-0.37101697505484216,-2.381179063485777,-1.9107359515210867
GEN,0.5122258051220606,0.0,-0.7145568256759339,-0.5106036537318898,0.12666383197497924,1.8640501165048637
GNRC,-0.18117874562493155,0.0,0.43598816525814177,-0.16706997147879646,0.8046430595904999,0.354546120186223
GD,-0.21684254536491607,0.0,-0.11269338058753348,-0.2531623541358977,-0.8778338196426655,-0.7288206302841503
GIS,-0.05185992904402026,0.0,-0.6198671026340088,-0.6050545201421077,-2.0637305957059344,-0.8906689019738381
GM,0.04908632512056221,0.0,-0.2949386694558962,-0.14700961047131653,1.0087170745918275,1.4997516796396024
GPC,-0.08844178992525382,0.0,-0.31115266312745865,-0.5482168306209146,-0.22933194974955876,0.5415957540735608
GILD,-0.01945939999636432,0.0,-0.34747200895175867,-0.19548881623939302,-1.8483191354267556,-1.3248177102319683
GPN,-0.15784167401582508,0.0,-0.4505930087028962,-0.6284582746508343,-0.17944719052701205,0.7417624188108933
GL,-0.2270008599417533,0.0,-0.719745303650834,-0.5783073721321346,-0.6170725782520805,0.4539792375891347
GS,0.9678695608635692,0.0,-0.043297487673245955,0.312706995950098,0.7774331909236563,1.4758932435103733
HAL,-0.13359080140997645,0.0,0.3302729265195543,0.20237501040895856,2.2014163178218067,1.5351775794833173
HIG,-0.26686729223785016,0.0,0.1953724991721541,-0.025811596051125492,-0.35857882591706597,-0.7950070212759448
HAS,0.3961453875965158,0.0,-0.32542097755843363,-0.32337361766207734,-0.8914387539760873,0.15350122884093942
HCA,6.734701505667328,0.0,-0.2929929902153086,-0.15787563935036814,1.4123301264833412,8.597900261716346
DOC,-0.12580751739576734,0.0,0.4126400143710917,0.29181078656730647,-0.09781758452648129,-0.9280759028606469
HSIC,-0.21192207845938155,0.0,0.08576590195239167,-0.23895293175559942,-0.39939362891733143,-0.4581286775735053
HSY,-0.03154329989034581,0.0,-0.41751646161290873,-0.47048293171693006,-1.6397101423142877,-0.7832540488747948
HES,-0.1318611827401522,0.0,-0.2508366066692461,0.0017714003341594978,0.4577172340882434,0.5749212576831778
HPE,-0.19890307684612318,0.0,-0.4674555621213212,-0.47215462846755335,0.3783551171432829,1.1190622308860343
HLT,-0.3269076388466384,0.0,-0.5005321092113088,-0.2615208378890143,0.49399705897736823,0.9291423672310528
HOLX,-0.2139712079672275,0.0,1.5268656594808674,1.5982417971794356,-0.0864801392486295,-3.42555880387616
HD,5.643263133346397,0.0,-0.1788464747675086,-0.5966960363889912,-0.08874762830420006,6.330058016198697
HON,0.0022971580006613907,0.0,0.03193544296280401,0.11293923425061066,-0.07514269397077823,-0.21772021318353152
HRL,-0.23704202054464926,0.0,-0.08156251273813343,-0.24313217363215775,-1.7644220403706543,-1.6767693745450123
HST,-0.17117379625034476,0.0,3.082111932457143,4.430931941110661,0.6436513366450084,-7.04056633317314
HWM,-0.1267767002710999,0.0,0.22844904626214174,-0.22641520612592447,0.44864727786596215,0.31983673745864494
HPQ,-0.3269076388466384,0.0,-0.5887362347846088,-0.5841583107593162,0.04730171503001828,0.8932886217273048
HUBB,-0.1630795216871278,0.0,0.026098405241041577,-0.09936625307855179,-0.2066570591938557,-0.2964687330434733
HUM,-0.14865680245882731,0.0,0.033232562456529016,0.24249573242391842,-1.2519695138117657,-1.6763546111510403
HBAN,-0.3269076388466384,0.0,-1.0472679758163965,-0.8842278774962031,0.1334662991416899,1.738054513607651
HII,-0.18984174947982715,0.0,-0.4240020590815337,-0.16706997147879646,-1.0206856301435947,-0.6194553490630916
IBM,0.24704245992529963,0.0,-0.3130983423680462,-0.07763419532044855,-0.6918997170859006,-0.054124719472106175
IEX,-0.2477115524623212,0.0,1.1416211698445422,1.036551688969998,-0.14996983280459808,-2.5758542440814596
IDXX,-0.18177942600041241,0.0,-0.02902917324227093,-0.03166253467830704,0.5030670151996495,0.38197929711981504
ITW,0.26007850211658584,0.0,-0.1944119086922086,-0.16038318447630315,0.22643335042007218,0.8413069457051697
