Ticker,marketCap,revenueGrowth,returnOnEquity,freeCashflow,pegRatio,Score
GEHC,-0.3693363830031012,-0.3327795533337586,-0.09057711268579967,-0.3183019127573112,-0.04464587841802163,-0.6604558706895053
GILD,-0.2879929411203096,-0.13494402244214165,-0.4906937010248764,0.11650716698213502,0.1907148008688776,-0.5467964386755927
GFS,-0.3821399476895287,-0.7801922155040307,-0.37222511265000924,-0.39116573792698567,0.2876280217517184,-2.2292633556472463
HON,-0.20188500183429373,-0.21407823479878843,0.12559511139425827,-0.1536595201114848,0.0716499866413874,-0.32598586312189703
IDXX,-0.35632938313757306,-0.08015879850292469,0.9001020377430667,-0.38297403571766253,0.29039697091979966,0.4227428172373283
ILMN,-0.40338229055079766,-0.3266923062294011,-0.9538455060959381,-0.3849935620364565,0.6572827356905544,-2.2461241257309537
INTC,-0.19936431669481808,-0.034504445220243866,-0.4626269256916568,-1.336718442999905,-0.1734020147337959,-1.4955879277034358
INTU,-0.11363815419112909,0.9516295856856619,-0.20012353724598148,-0.17815677953248593,0.10903080041048317,1.5295862083735021
ISRG,-0.18918393802558997,0.053760637792939096,-0.22212886934385523,-0.3954540957057816,0.4219220564036551,-0.7427998078418238
KDP,-0.35482648351154533,-0.19277286993353737,-0.3641831613190456,-0.4036326103512348,0.07580341039350913,-0.874338438419319
KLAC,-0.2597862874128168,-0.38756477727297556,1.2689510780808448,-0.27581209559129205,0.4662252430929537,0.011570472263464693
KHC,-0.3583494656155182,-0.3327795533337586,-0.4248978238681219,-0.2673776379138529,0.13118239375513252,-1.1306674965891061
LRCX,-0.22763619952242248,-0.35712854175118836,0.34060693535316244,-0.19947842181922637,0.12841344458705137,-0.4739058150330695
LIN,-0.07417545803909205,-0.32973592978157984,-0.22194882588127576,-0.23277210588554959,0.13533581750725426,-1.1753531507981472
LULU,-0.36095995598458464,0.17854920343226666,0.3017976067623604,-0.33683009692581717,0.017655477863804624,0.6653703948218567
MAR,-0.3164927147306209,-0.1379876459943204,-0.5385252475834851,-0.27609219654650824,0.2488627333985821,-1.0229627547865952
MRVL,-0.3262809743781999,-0.27799432939454155,-0.6610948359417433,-0.33800002811603075,0.106261851242402,-1.3350643997110594
MELI,-0.28053503113034167,0.7994484080767258,0.2940957475297949,-0.19805171050920578,-0.11940750595621313,2.0948833902605957
META,1.6375620365064425,0.5346531590371771,0.12885585854020568,1.724389343150955,-0.16647964181359298,1.4514691250726652
MCHP,-0.34578523976971764,-1.531967232892175,0.040714581192974345,-0.42788481672349626,-1.0470054772634043,-2.0583139842817495
MU,-0.19389373285112443,1.4599147188995083,-0.7039251632035807,-0.6147271155722211,-7.783858803204885,9.578929695079225
MSFT,4.970920522248614,0.2211599331627688,0.23142057771331048,3.3396229617920965,0.03011574912016992,-0.9876728655378383
MRNA,-0.3458582805058218,-3.0659535031902503,-1.2922471964286124,-0.5476372594997581,-0.2232430997592569,-7.402690082043792
MDLZ,-0.26865145080867914,-0.25364534097711183,-0.23593220147494678,-0.2085045888437736,0.09518605457007732,-0.7782620760343422
MDB,-0.386930764993098,0.5194350412762835,-0.9292195813857329,-0.4131801762469011,-0.2744686593687585,0.35786974928178944
MNST,-0.3358430019709688,0.06289150844947522,-0.11882395148642791,-0.3681141036878971,0.037038122040372816,-0.06235015834477863
NFLX,0.029165019543678006,0.15420021501483688,0.05753860251990742,0.7678563120796744,-0.10833170928388848,1.212962034369466
NVDA,3.502835298074023,7.778477213222535,1.291076419148942,0.7892053371361689,-0.13602120096470013,14.270422085620858
NXPI,-0.3155394920106936,-0.29016882360325646,0.11527257953004448,-0.2954510776548469,-0.012802962985088212,-0.43217369033553354
ORLY,-0.33085082644246033,-0.07711517495074596,-0.5385252475834851,-0.3400596954423765,0.028731274536129305,-0.7306957410210225
ODFL,-0.3651619036190566,-0.25973258808146926,0.0736825396741903,-0.3854693768687937,0.1256444954189702,-0.5917346051574555
ON,-0.3795230138005556,-0.44843724831654996,0.05769868116296976,-0.42745138607842825,0.010733104943601732,-0.8978372926916045
PCAR,-0.3378511331017603,-0.1988601170378948,0.12005373370298782,-0.4255246873098926,-0.014187437569128797,-0.35115261701180533
PANW,-0.25627366881390834,0.2911632748628794,1.2523270650360083,-0.28973071354447355,0.2156353433816081,1.585561226649594
PAYX,-0.3557283707296417,-0.1684238815161076,0.3910991642017704,-0.33391154220795893,0.21009744504544578,-0.13402921535420784
PYPL,-0.31727428037897426,-0.010155456802814074,-0.1105219073689391,-0.02888357805374522,-0.1415590993008625,0.29911698065152426
PDD,-0.08264676571102024,3.453488145576571,0.24886486877365885,4.650141620470748,4.135082890800501,7.753546655308067
PEP,-0.0005315687756407949,-0.22625272900750334,0.4807207989079882,-0.03441248233985884,0.15887188543594416,-0.16453745810718068
QCOM,-0.05958905858402342,-0.25973258808146926,0.22701961531884743,0.2716691695398393,-0.036339030913778124,0.07515169819354972
REGN,-0.24669081497087994,-0.31147418846850755,-0.23279144329439408,-0.24227082172765657,0.031500223704210475,-0.8828200506923962
ROP,-0.3336158974920608,0.14202572080612197,-0.3666637801416362,-0.30657171290269536,0.25024720798262273,-0.3058153619226496
ROST,-0.35721353472661926,0.17550557988008794,0.28025244575001057,-0.34840112855005845,-0.06264404801054921,0.7027200596972966
SIRI,-0.41399842200051507,-0.2719070822901841,-0.5385252475834851,-0.3758654820201829,-0.09448696344348263,-0.9497195087400385
SBUX,-0.2813963220464516,-0.3510412946468309,-0.5385252475834851,-0.25437701712263233,0.08134130872967148,-1.2949298406829992
SNPS,-0.28438930514450117,0.3459484988020963,-0.08765640762617742,-0.3589454788231088,0.03980707120845398,0.48987734509095365
TTWO,-0.3903029907058544,-0.393652024377333,-1.5568710767620613,-0.35767287792946173,-0.2093983539188511,-2.102146658821483
TMUS,-0.10140814075078634,-0.3023433178119714,-0.26709972533036813,0.15301181798972102,-0.1747864893178365,-0.442579912895967
TSLA,0.5454457219655482,-0.5610513197471627,-0.06369062227393435,-0.4666714985173123,0.35131385261758524,-2.5492243348687054
TXN,-0.12671173709569314,-0.7954103332649244,0.1948517899901638,-0.5253913938428136,0.2488627333985821,-2.0435112666853876
TTD,-0.3537556612368852,0.5650893945589642,-0.3424579248363897,-0.39154077679555016,0.0785723595615903,0.6713633891612835
VRSK,-0.3718740452934861,-0.052766186533316176,8.101560473312832,-0.3858481718503914,0.13810476667533542,7.84394920701396
VRTX,-0.2351767765411604,0.1085458617321561,-0.050887551606446646,-0.22518936840272846,-0.0031116408968041177,0.1793032208931016
WBA,-0.4068596540933189,-0.10450778692035445,-1.6826415178077154,-0.40736960955252804,-0.37691977858776177,-1.5152472685198717
WBD,-0.39982407111188945,-0.5062660958079457,-0.6662760866981965,0.8817956092645405,-0.24539469310390627,-0.15179390483375166
WDAY,-0.3155831293138241,0.21507268605841134,-0.13424765477590542,-0.30498501783880244,-0.014187437569128797,0.3206832663850677
XEL,-0.3806150273873842,-0.6188801672385583,-0.32599394242302554,-0.5419398711956217,0.0481139187126975,-1.7731930394210773
ZS,-0.38761616695492296,0.7811866667636534,-0.9115152875605905,-0.39059340118373714,-0.0391079800818593,0.6869887918197616
