Ticker,dividendYield,dividendPayoutRatio,freeCashflow,netProfitMargin,returnOnEquity,Score
KLAC,-0.20735452845656907,0.0,-0.27581209559129205,0.0,1.2689510780808448,0.5784299255764147
KHC,2.503065318845086,0.0,-0.2673776379138529,0.0,-0.4248978238681219,4.313855175908198
LRCX,-0.13329934137182434,0.0,-0.19947842181922637,0.0,0.34060693535316244,-0.1254701692097126
LIN,0.17032688864803525,0.0,-0.23277210588554959,0.0,-0.22194882588127576,-0.11406715447075486
LULU,-0.7849849877175775,0.0,-0.33683009692581717,0.0,0.3017976067623604,-1.6050024655986117
MAR,-4.6192839640265995e-09,0.0,-0.27609219654650824,0.0,-0.5385252475834851,-0.8146174533685613
MRVL,-0.5406028555268827,0.0,-0.33800002811603075,0.0,-0.6610948359417433,-2.0803005751115395
MELI,-0.7849849877175775,0.0,-0.19805171050920578,0.0,0.2940957475297949,-1.473925938414566
META,-0.4739532019616499,0.0,1.724389343150955,0.0,0.12885585854020568,0.9053387977678607
MCHP,0.636874530254333,0.0,-0.42788481672349626,0.0,0.040714581192974345,0.8865788249781441
MU,-0.5109807955040222,0.0,-0.6147271155722211,0.0,-0.7039251632035807,-2.340613869783846
MSFT,-0.2591931890379651,0.0,3.3396229617920965,0.0,0.23142057771331048,3.052657161429477
MRNA,-0.7849849877175775,0.0,-0.5476372594997581,0.0,-1.2922471964286124,-3.4098544313635255
MDLZ,0.9849339836078203,0.0,-0.2085045888437736,0.0,-0.23593220147494678,1.5254311768969202
MDB,-0.7849849877175775,0.0,-0.4131801762469011,0.0,-0.9292195813857329,-2.912369733067789
MNST,-0.7849849877175775,0.0,-0.3681141036878971,0.0,-0.11882395148642791,-2.05690803060948
NFLX,-0.7849849877175775,0.0,0.7678563120796744,0.0,0.05753860251990742,-0.7445750608355732
NVDA,-0.7701739503006285,0.0,0.7892053371361689,0.0,1.291076419148942,0.5399338556838538
NXPI,0.34065385597054154,0.0,-0.2954510776548469,0.0,0.11527257953004448,0.5011292138162806
ORLY,-0.7849849877175775,0.0,-0.3400596954423765,0.0,-0.5385252475834851,-2.4485549184610167
ODFL,-0.36287042133453284,0.0,-0.3854693768687937,0.0,0.0736825396741903,-1.037527679863669
ON,-0.7849849877175775,0.0,-0.42745138607842825,0.0,0.05769868116296976,-1.9397226803506133
PCAR,0.05183862634003725,0.0,-0.4255246873098926,0.0,0.12005373370298782,-0.2017937009268303
PANW,-0.7849849877175775,0.0,-0.28973071354447355,0.0,1.2523270650360083,-0.6073736239436203
PAYX,1.5255368493264563,0.0,-0.33391154220795893,0.0,0.3910991642017704,3.108261320646724
PYPL,-0.7849849877175775,0.0,-0.02888357805374522,0.0,-0.1105219073689391,-1.7093754608578395
PDD,-0.7849849877175775,0.0,4.650141620470748,0.0,0.24886486877365885,3.329036513809252
PEP,1.4144540686993394,0.0,-0.03441248233985884,0.0,0.4807207989079882,3.275216453966808
QCOM,0.5109807862654544,0.0,0.2716691695398393,0.0,0.22701961531884743,1.5206503573895955
REGN,-0.7849849877175775,0.0,-0.24227082172765657,0.0,-0.23279144329439408,-2.0450322404572057
ROP,-0.37768145875148185,0.0,-0.30657171290269536,0.0,-0.3666637801416362,-1.4285984105472953
ROST,0.037027588923088404,0.0,-0.34840112855005845,0.0,0.28025244575001057,0.005906495046128946
SIRI,1.8291631163739093,0.0,-0.3758654820201829,0.0,-0.5385252475834851,2.7439355031441504
SBUX,1.3848319938654414,0.0,-0.25437701712263233,0.0,-0.5385252475834851,1.9767617230247652
SNPS,-0.7849849877175775,0.0,-0.3589454788231088,0.0,-0.08765640762617742,-2.016571861884441
TTWO,-0.7849849877175775,0.0,-0.35767287792946173,0.0,-1.5568710767620613,-3.484513930126678
TMUS,0.3924924869298629,0.0,0.15301181798972102,0.0,-0.26709972533036813,0.6708970665190785
TSLA,-0.7849849877175775,0.0,-0.4666714985173123,0.0,-0.06369062227393435,-2.100332096226402
TXN,1.1922885815002924,0.0,-0.5253913938428136,0.0,0.1948517899901638,2.0540375591479347
TTD,-0.7849849877175775,0.0,-0.39154077679555016,0.0,-0.3424579248363897,-2.303968677067095
VRSK,-0.32584282779216056,0.0,-0.3858481718503914,0.0,8.101560473312832,7.064026645878119
VRTX,-0.7849849877175775,0.0,-0.22518936840272846,0.0,-0.050887551606446646,-1.84604689544433
WBA,3.2880503019433798,0.0,-0.40736960955252804,0.0,-1.6826415178077154,4.486089476526517
WBD,-0.7849849877175775,0.0,0.8817956092645405,0.0,-0.6662760866981965,-1.354450452868811
WDAY,-0.7849849877175775,0.0,-0.30498501783880244,0.0,-0.13424765477590542,-2.009202648049863
XEL,2.1327893834213625,0.0,-0.5419398711956217,0.0,-0.32599394242302554,3.397644953224078
ZS,-0.7849849877175775,0.0,-0.39059340118373714,0.0,-0.9115152875605905,-2.8720786641794827
