Ticker,revenueGrowth,pegRatio,priceToSalesTrailing12Months,ebitdaMargins,freeCashflow,returnOnCapitalEmployed,Score
ADBE,0.047673390688581646,0.002426257439358222,0.5521570255855275,0.6379012765895176,-0.015566675293664418,0.0,0.16309809964813074
ADP,-0.09537691626381826,0.08687920706583381,-0.3373945944546581,0.16043625278554474,-0.1327070590389542,0.0,0.08749074860777828
ABNB,0.24550892158019852,-0.03218560716165637,0.2501772165791591,-0.5160428601492711,-0.23955690067517685,0.0,-0.48257352708155365
GOOGL,0.17246195632790923,-0.11248513303601024,-0.10649908600994314,0.44911998238663775,2.945469163427157,0.0,3.9584972775155665
GOOG,0.17246195632790923,-0.11110065845196965,-0.10694751104643502,0.44911998238663775,2.945469163427157,0.0,3.957561227968018
AMZN,0.08419687331472629,-0.09033353969136088,-0.7008120417212208,-0.507392367009208,3.0805908679446534,0.0,3.5327378289774796
AMD,-0.22929635255968206,-0.014187437569128797,0.6830712861472996,-0.4823375850486592,-0.2817436489213149,0.0,-1.8915577876675091
AEP,-0.08015879850292469,0.09380157998603676,-0.8201751960575067,0.633312295472533,-0.47519308390229364,0.0,0.7241752306358599
AMGN,0.37334111077170484,0.11733764791472667,-0.3020030168545261,0.7377511760659781,-0.1924615321787456,0.0,1.4766372343704417
ADI,-0.9871586170521837,-3.5736715931374694,0.27444189293416743,1.22028000866527,-0.2446873276337355,0.0,2.3005051471304694
ANSS,-0.5519204490906265,0.48283893810144074,0.8785357009247785,0.23502038266389394,-0.386599468951981,0.0,-2.6167946234955597
AAPL,-0.4271318834512989,0.08826368164987443,0.019616112852312784,0.4216916949973295,4.762676837122659,0.0,4.222224970715204
AMAT,-0.29016882360325646,-0.022494285073372276,-0.1417058272061955,0.2431961536194414,-0.13652141926974587,0.0,-0.3094628005772496
ASML,-0.9536787579782177,-0.012802962985088212,1.091901388051265,0.43435095325108053,-0.5098292451111982,0.0,-3.06193423288273
AZN,0.20594181540187517,-0.07925774301903622,-0.40895967383274495,0.38076025155092963,0.10356549912992104,0.0,1.3844267983363823
TEAM,0.6137873713938238,-0.030801132577615787,0.612301138319124,-1.4087843015856654,-0.3514486849704436,0.0,-1.1141582495099696
ADSK,0.053760637792939096,0.037038122040372816,0.18083145831980768,-0.20029986053696636,-0.31816406576146167,0.0,-0.6288122310727303
BKR,0.07810962621036885,-0.2080138793348105,-1.025380436631348,-0.5860907030731168,-0.31330137359892607,0.0,0.4902214917148531
BIIB,-0.5093097193601245,0.3637741238739506,-0.664530084804093,0.005465832995876939,-0.3727533580951715,0.0,-1.0851510028894014
BKNG,0.2181163096105901,-0.1401746247168219,-0.2950096608787735,0.26213229409067706,-0.05969085644033901,0.0,1.0738583424671135
AVGO,0.20289819184969646,0.014886528695723456,1.502790771002194,1.3991974198244645,0.7262659938070453,0.0,1.0135824976329855
CDNS,-0.3327795533337586,0.10487737665836144,1.9372246499851582,0.3876170860371647,-0.36217310126350033,0.0,-2.6822171485373723
CDW,-0.43321913055565636,0.11318422416260489,-1.0024997940616336,-0.8698691283416097,-0.34187027523114,0.0,-1.1888620947850337
CHTR,-0.29016882360325646,-0.10971618386792907,-1.1180269755788703,0.669654916042676,-0.2310261328092728,0.0,1.0860342954736897
CTAS,0.005062660958079546,0.2419403604783792,-0.007775716868064375,-0.08103909840475446,-0.3443267417886126,0.0,-0.6494051618875227
