Ticker,forwardPE,priceToBook,priceToSalesTrailing12Months,pegRatio,enterpriseValueToEBITDA,Score
ILMN,0.783741368267185,-0.5344441476945179,-0.5881435512884641,0.6572827356905544,0.0,-0.31843640497475745
INTC,-0.4170933377419752,-0.6498493711719053,-0.8323965771062187,-0.1734020147337959,0.0,2.0727413007538953
INTU,0.4107845676074354,-0.029969338603806264,0.7827746043582768,0.10903080041048317,0.0,-1.2726206337723893
ISRG,1.2512298110646805,-0.08246395644777124,1.9460910675416465,0.4219220564036551,0.0,-3.536778978562211
KDP,-0.41470335351815063,-0.6129036768178281,-0.7319598900848728,0.07580341039350913,0.0,1.6837635100273425
KLAC,0.02603796087527967,1.3541716114749909,0.4902638329317345,0.4662252430929537,0.0,-2.3366986483749588
KHC,-0.6354203403084981,-0.6752895993931246,-0.9655613270846548,0.13118239375513252,0.0,2.1450888730311455
LRCX,-0.013836842336774064,0.22088825468270698,0.14212514129075796,0.12841344458705137,0.0,-0.47758999822374226
LIN,-0.01939737713411202,-0.3886602578059655,-0.19157592714299929,0.13533581750725426,0.0,0.46429774457582257
LULU,-0.2012087822530898,-0.09153202469877275,-0.5141030372817232,0.017655477863804624,0.0,0.7891883663697812
MAR,-0.1637045700389331,-0.7318573261062309,0.5168986500615924,0.2488627333985821,0.0,0.12980051268498952
MRVL,0.15921089151472606,-0.4628392713094005,0.6242488212080565,0.106261851242402,0.0,-0.42688229265578403
MELI,0.5445021796444732,0.9448661379766148,-0.3017789772190736,-0.11940750595621313,0.0,-1.0681818344458012
META,-0.23331921502754335,-0.21864432664406921,0.14448688490134803,-0.16647964181359298,0.0,0.4739562985838575
MCHP,-0.1440258986930975,-0.24243533853083168,-0.13716905340208269,-1.0470054772634043,0.0,1.5706357678894163
MU,-0.42622913027430176,-0.5292134184099365,0.010949580735259812,-7.783858803204885,0.0,8.728351771153864
MSFT,0.261891382489809,0.058982409487849795,0.9370013687081276,0.03011574912016992,0.0,-1.2879909098059563
MRNA,-2.2385812825363063,-0.4773060171632579,0.39087746650898836,-0.2232430997592569,0.0,2.5482529329498327
MDLZ,-0.2986166025054862,-0.5164143938441601,-0.8012429989128363,0.09518605457007732,0.0,1.5210879406924054
MDB,3.514178730439071,0.8854972856025201,1.4244261290274443,-0.2744686593687585,0.0,-5.5496334857002765
MNST,0.04048002146500596,-0.3106383865397577,0.03576155461966029,0.037038122040372816,0.0,0.19735868841471865
NFLX,0.08982531526501887,0.07117170640780228,0.024927895522505208,-0.10833170928388848,0.0,-0.07759320791143788
NVDA,0.1352247692101092,2.6666488756953415,4.9115007246957285,-0.13602120096470013,0.0,-7.5773531686364795
NXPI,-0.3917127501444777,-0.23409984082007956,-0.3879114406897327,-0.012802962985088212,0.0,1.0265269946393785
ORLY,-0.1825405815316569,-0.7318573261062309,-0.6262450749104851,0.028731274536129305,0.0,1.5119117080122437
ODFL,-0.012001214135720062,-0.15175388685059407,-0.12344714849525919,0.1256444954189702,0.0,0.16155775406260311
ON,-0.4571277063061328,-0.48365583784483995,-0.601028999844861,0.010733104943601732,0.0,1.5310794390522322
PCAR,-0.6013879992666192,-0.5208202970299498,-0.9781109713958064,-0.014187437569128797,0.0,2.1145067052615043
PANW,1.137400369984178,0.7770596675106286,1.0098090637463595,0.2156353433816081,0.0,-3.139904444622774
PAYX,-0.022152050751624942,0.04180779986258865,0.1920668640991882,0.21009744504544578,0.0,-0.42182005825559765
PYPL,-0.5258106629021977,-0.5216331048440012,-0.8715830143505835,-0.1415590993008625,0.0,2.060585881397645
PDD,-0.5868837572223318,-0.6630022653184506,-1.101550198174866,4.135082890800501,0.0,-1.7836466700848521
PEP,-0.22639592132257136,0.11119259459296141,-0.7876613101841207,0.15887188543594416,0.0,0.7439927514777864
QCOM,-0.3691647608727551,-0.16409961376472618,-0.25810647845671303,-0.036339030913778124,0.0,0.8277098840079724
REGN,-0.229319900880721,-0.48015793369799675,0.12382360411204181,0.031500223704210475,0.0,0.5541540067624654
ROP,0.06940860194471414,-0.522949783251884,0.2583926069301068,0.25024720798262273,0.0,-0.055098633605559666
ROST,-0.24325558279345205,-0.14825858506300657,-0.8780078164458475,-0.06264404801054921,0.0,1.3321660323128552
SIRI,-0.7187382123521235,-0.7318573261062309,-1.0243852244813305,-0.09448696344348263,0.0,2.569467726383168
SBUX,-0.29260364705431174,-0.7318573261062309,-0.8390844903482844,0.08134130872967148,0.0,1.7822041547791556
SNPS,0.47308633932533317,0.09875466339830188,1.0853297014415693,0.03980707120845398,0.0,-1.6969777753736581
TTWO,-0.4234885288388677,-0.4462926891715278,-0.4593581365167868,-0.2093983539188511,0.0,1.5385377084460334
TMUS,-0.4837185235501999,-0.5324946857633653,-0.8335433992336923,-0.1747864893178365,0.0,2.024543097865094
TSLA,1.2259789074201541,-0.16841635730212243,-0.2530051188438501,0.35131385261758524,0.0,-1.1558712838917669
TXN,0.21674953742790043,-0.062066908171666164,0.5035776191905122,0.2488627333985821,0.0,-0.9071229818453287
TTD,1.197289202231235,0.6388724040064991,2.4794272411253315,0.0785723595615903,0.0,-4.394161206924656
VRSK,0.36764409466612896,7.43019634512513,0.9256278213441624,0.13810476667533542,0.0,-8.861573027810756
VRTX,-0.057142927270921635,-0.33443022528451033,0.6207338670391443,-0.0031116408968041177,0.0,-0.22604907358690826
WBA,-0.8762727418969501,-0.6573024383438865,-1.2186776700941324,-0.37691977858776177,0.0,3.129172628922731
WBD,-6.195169118326149,-0.7032004574957015,-1.1564028559617898,-0.24539469310390627,0.0,8.300167124887546
WDAY,0.31138482998177125,-0.19210308252609856,0.3155285590554019,-0.014187437569128797,0.0,-0.4206228689419458
XEL,-0.49753437203741535,-0.6210601565688406,-0.8678030555566547,0.0481139187126975,0.0,1.9382836654502131
ZS,1.2736462254339653,1.0586288497199925,1.0917153332353164,-0.0391079800818593,0.0,-3.384882428307415
